game_id,id,playerName,team,opp,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,faceOffPct
2018020904,8471724,Kris Letang,Pittsburgh Penguins,New York Rangers,D,25:30,0,2,4,0,0,0,0,0,0,1,1,0,0,2,1,17:46,5:16,2:28,NA
2018020904,8476927,Teddy Blueger,Pittsburgh Penguins,New York Rangers,C,13:18,0,0,1,5,0,0,0,0,0,0,0,0,0,1,-1,11:44,0:01,1:33,NA
2018020904,8474602,Justin Schultz,Pittsburgh Penguins,New York Rangers,D,18:33,1,0,3,2,0,1,0,0,0,0,1,0,0,0,1,16:08,2:25,0:00,NA
2018020904,8477969,Marcus Pettersson,Pittsburgh Penguins,New York Rangers,D,15:47,1,1,3,0,1,0,0,0,0,0,1,0,0,1,1,14:11,1:36,0:00,NA
2018020904,8475208,Brian Dumoulin,Pittsburgh Penguins,New York Rangers,D,20:21,0,1,3,1,0,0,0,0,0,2,0,0,0,1,1,17:53,0:00,2:28,NA
2018020904,8471675,Sidney Crosby,Pittsburgh Penguins,New York Rangers,C,21:41,3,0,1,2,0,0,4,14,23,0,1,0,0,0,1,15:29,6:12,0:00,60.87
2018020904,8477404,Jake Guentzel,Pittsburgh Penguins,New York Rangers,LW,17:21,1,0,3,1,0,0,0,0,1,0,0,0,0,0,2,14:41,2:07,0:33,0
2018020904,8471887,Patric Hornqvist,Pittsburgh Penguins,New York Rangers,RW,17:43,0,0,3,4,0,0,0,0,0,0,1,0,0,0,-1,12:24,5:19,0:00,NA
2018020904,8478866,Dominik Simon,Pittsburgh Penguins,New York Rangers,C,9:54,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,8:29,1:25,0:00,100
2018020904,8473548,Phil Kessel,Pittsburgh Penguins,New York Rangers,RW,16:34,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10:52,5:42,0:00,NA
2018020904,8475810,Bryan Rust,Pittsburgh Penguins,New York Rangers,RW,18:25,0,0,3,0,0,0,2,0,0,1,2,0,0,1,0,16:35,0:01,1:49,NA
2018020904,8479944,Zach Aston-Reese,Pittsburgh Penguins,New York Rangers,C,10:54,2,0,3,2,0,0,0,0,1,0,0,0,0,0,2,9:07,0:10,1:37,0
2018020904,8477955,Jared McCann,Pittsburgh Penguins,New York Rangers,C,12:26,0,0,1,3,0,0,0,7,10,1,0,0,0,0,-1,12:12,0:01,0:13,70
2018020904,8471215,Evgeni Malkin,Pittsburgh Penguins,New York Rangers,C,18:03,0,2,7,2,0,0,0,2,8,0,0,0,0,1,0,12:03,6:00,0:00,25
2018020904,8471677,Jack Johnson,Pittsburgh Penguins,New York Rangers,D,17:36,0,0,1,2,0,0,0,0,0,0,0,0,0,1,-1,15:23,0:02,2:11,NA
2018020904,8475760,Nick Bjugstad,Pittsburgh Penguins,New York Rangers,C,13:20,1,0,3,4,0,1,0,5,6,0,0,0,0,0,0,11:32,1:48,0:00,83.33
2018020904,8477244,Chad Ruhwedel,Pittsburgh Penguins,New York Rangers,D,16:12,0,0,0,3,0,0,0,0,0,1,2,0,0,2,-1,14:01,0:00,2:11,NA
2018020904,8464989,Matt Cullen,Pittsburgh Penguins,New York Rangers,C,11:43,0,0,1,1,0,0,0,9,11,0,1,0,0,0,0,8:00,0:10,3:33,81.82
2018020904,8476918,Jimmy Vesey,New York Rangers,Pittsburgh Penguins,LW,18:19,0,0,2,4,0,0,0,0,0,0,0,0,0,1,-1,15:37,1:16,1:26,NA
2018020904,8471717,Adam McQuaid,New York Rangers,Pittsburgh Penguins,D,18:24,0,0,1,7,0,0,0,0,0,0,0,0,0,4,0,14:13,0:00,4:11,NA
2018020904,8471686,Marc Staal,New York Rangers,Pittsburgh Penguins,D,18:55,1,0,3,1,0,0,0,0,0,0,1,0,0,1,-2,14:53,0:00,4:02,NA
2018020904,8475736,Connor Brickley,New York Rangers,Pittsburgh Penguins,LW,5:58,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5:58,0:00,0:00,NA
2018020904,8476458,Ryan Strome,New York Rangers,Pittsburgh Penguins,C,15:55,0,1,1,1,0,0,0,6,15,0,0,0,0,2,0,13:31,1:39,0:45,40
2018020904,8476459,Mika Zibanejad,New York Rangers,Pittsburgh Penguins,C,22:18,1,1,5,5,0,0,2,8,25,0,0,0,0,1,1,17:48,3:00,1:30,32
2018020904,8476922,Boo Nieves,New York Rangers,Pittsburgh Penguins,C,6:06,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,5:00,0:00,1:06,25
2018020904,8477950,Tony DeAngelo,New York Rangers,Pittsburgh Penguins,D,22:11,2,0,1,2,0,0,0,0,0,0,2,0,0,2,0,20:38,1:32,0:01,NA
2018020904,8474031,Kevin Shattenkirk,New York Rangers,Pittsburgh Penguins,D,20:56,2,0,4,3,0,1,2,0,0,1,1,0,0,1,0,17:49,3:07,0:00,NA
2018020904,8477402,Pavel Buchnevich,New York Rangers,Pittsburgh Penguins,RW,12:35,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1,11:03,1:32,0:00,NA
2018020904,8475763,Kevin Hayes,New York Rangers,Pittsburgh Penguins,C,21:11,1,1,5,2,0,1,0,8,15,1,2,0,0,0,-1,13:46,3:07,4:18,53.33
2018020904,8476368,Fredrik Claesson,New York Rangers,Pittsburgh Penguins,D,17:30,0,0,2,4,0,0,0,0,0,0,1,0,0,1,0,13:54,0:00,3:36,NA
