game_id,id,playerName,team,opp,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce
2018020298,8470626,Loui Eriksson,Vancouver Canucks,Montréal Canadiens,LW,14:55,0,0,3,0,0,0,0,100,1,1,1,0,0,0,0,-2,12:04,2:51,0:00
2018020298,8474849,Antoine Roussel,Vancouver Canucks,Montréal Canadiens,LW,13:06,1,0,1,2,0,0,0,NA,0,0,1,0,0,0,1,1,11:30,0:00,1:36
2018020298,8477958,Nikolay Goldobin,Vancouver Canucks,Montréal Canadiens,RW,18:19,1,0,3,0,0,1,0,NA,0,0,1,0,0,0,0,-2,14:08,4:11,0:00
2018020298,8477937,Jake Virtanen,Vancouver Canucks,Montréal Canadiens,RW,17:20,0,0,1,1,0,0,2,100,1,1,0,0,0,0,0,0,14:18,3:02,0:00
2018020298,8477018,Ben Hutton,Vancouver Canucks,Montréal Canadiens,D,20:01,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,2,-2,13:13,4:05,2:43
2018020298,8476867,Brendan Gaunce,Vancouver Canucks,Montréal Canadiens,C,4:58,0,0,0,1,0,0,0,100,1,1,0,0,0,0,0,0,4:58,0:00,0:00
2018020298,8477213,Tim Schaller,Vancouver Canucks,Montréal Canadiens,C,8:52,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,0,0,7:12,0:00,1:40
2018020298,8478874,Adam Gaudette,Vancouver Canucks,Montréal Canadiens,C,12:09,0,0,1,0,0,0,2,50,4,8,0,1,0,0,0,0,8:22,3:47,0:00
2018020298,8474584,Michael Del Zotto,Vancouver Canucks,Montréal Canadiens,D,19:32,0,1,1,4,0,0,2,NA,0,0,1,2,0,0,2,1,18:07,0:00,1:25
2018020298,8476894,Brendan Leipsic,Vancouver Canucks,Montréal Canadiens,LW,14:19,0,0,1,1,0,0,0,100,1,1,0,0,0,0,0,0,11:35,2:44,0:00
2018020298,8476884,Derrick Pouliot,Vancouver Canucks,Montréal Canadiens,D,19:36,0,0,5,3,0,0,0,NA,0,0,0,0,0,0,1,0,16:52,2:44,0:00
2018020298,8477500,Bo Horvat,Vancouver Canucks,Montréal Canadiens,C,23:13,0,0,3,0,0,0,0,67.65,23,34,0,0,0,0,0,0,18:25,3:57,0:51
2018020298,8475690,Christopher Tanev,Vancouver Canucks,Montréal Canadiens,D,19:09,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,2,0,16:39,0:06,2:24
2018020298,8475790,Erik Gudbranson,Vancouver Canucks,Montréal Canadiens,D,16:05,0,0,2,3,0,0,0,NA,0,0,0,1,0,0,0,-2,14:15,0:06,1:44
