game_id,id,playerName,team,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,faceOffPct
2018020090,8478408,Travis Dermott,Toronto Maple Leafs,D,18:42,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,17:55,0:24,0:23,NA
2018020090,8468493,Ron Hainsey,Toronto Maple Leafs,D,18:15,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,17:09,0:00,1:06,NA
2018020090,8475786,Zach Hyman,Toronto Maple Leafs,LW,14:55,0,0,3,1,0,0,2,0,3,0,1,0,0,1,-1,14:43,0:06,0:06,0
2018020090,8476853,Morgan Rielly,Toronto Maple Leafs,D,21:45,0,0,3,3,0,0,0,0,0,0,0,0,0,1,-2,20:13,1:09,0:23,NA
2018020090,8477953,Kasperi Kapanen,Toronto Maple Leafs,RW,17:25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16:46,0:00,0:39,NA
2018020090,8474589,Tyler Ennis,Toronto Maple Leafs,LW,8:57,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8:57,0:00,0:00,NA
2018020090,8479318,Auston Matthews,Toronto Maple Leafs,C,19:05,0,0,3,0,0,0,0,12,17,0,1,0,0,0,-1,17:42,1:23,0:00,70.59
2018020090,8479458,Nikita Zaitsev,Toronto Maple Leafs,D,21:21,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,20:15,0:00,1:06,NA
2018020090,8477015,Connor Brown,Toronto Maple Leafs,RW,14:08,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,13:24,0:00,0:44,NA
2018020090,8475166,John Tavares,Toronto Maple Leafs,C,18:26,0,0,4,3,0,0,0,6,15,1,2,0,0,0,-2,17:09,1:17,0:00,40
