game_id,id,playerName,team,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce
2018020611,8470616,Ryan Kesler,Anaheim Ducks,C,15:00,0,0,5,0,0,0,0,37.5,6,16,0,0,0,0,0,-1,12:01,0:55,2:04
2018020611,8476857,Pontus Aberg,Anaheim Ducks,LW,11:57,0,0,3,1,0,0,0,NA,0,0,2,1,0,0,0,-1,11:57,0:00,0:00
2018020611,8476407,Andy Welinski,Anaheim Ducks,D,14:45,0,0,1,4,0,0,0,NA,0,0,0,0,0,0,0,1,13:35,0:55,0:15
2018020611,8470612,Ryan Getzlaf,Anaheim Ducks,C,20:49,0,0,4,1,0,0,0,64.71,11,17,0,2,0,0,1,-1,18:39,0:55,1:15
2018020611,8477986,Brandon Montour,Anaheim Ducks,D,25:23,0,0,1,7,0,0,2,NA,0,0,1,0,0,0,1,-2,22:07,0:55,2:21
2018020611,8476854,Hampus Lindholm,Anaheim Ducks,D,26:46,0,0,2,1,0,0,2,NA,0,0,0,1,0,0,3,-1,22:46,1:05,2:55
2018020611,8471699,Andrew Cogliano,Anaheim Ducks,LW,13:27,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,-1,10:41,0:00,2:46
2018020611,8476207,Brian Gibbons,Anaheim Ducks,C,9:58,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,0,0,9:58,0:00,0:00
2018020611,8478466,Daniel Sprong,Anaheim Ducks,RW,12:52,0,0,4,0,0,0,0,NA,0,0,0,0,0,0,0,0,11:47,1:05,0:00
2018020611,8477941,Nick Ritchie,Anaheim Ducks,LW,16:25,0,1,1,2,0,0,2,NA,0,0,0,2,0,0,1,1,14:23,1:05,0:57
2018020611,8476312,Josh Manson,Anaheim Ducks,D,25:04,0,0,3,3,0,0,0,NA,0,0,1,5,0,0,2,0,20:48,0:00,4:16
2018020611,8474641,Adam Henrique,Anaheim Ducks,C,17:08,0,0,3,2,0,0,0,83.33,10,12,0,1,0,0,2,1,14:15,1:05,1:48
2018020611,8480748,Kiefer Sherwood,Anaheim Ducks,RW,13:54,0,0,1,2,0,0,0,NA,0,0,3,1,0,0,0,0,13:48,0:00,0:06
2018020611,8475164,Jakob Silfverberg,Anaheim Ducks,RW,14:10,0,0,2,0,0,0,0,NA,0,0,0,1,0,0,0,-1,12:26,1:05,0:39
2018020611,8478491,Jacob Larsson,Anaheim Ducks,D,17:10,0,0,2,0,0,0,0,NA,0,0,0,2,0,0,1,0,14:57,0:00,2:13
2018020611,8477240,Carter Rowney,Anaheim Ducks,RW,12:19,0,0,1,5,0,0,0,75,3,4,0,1,0,0,0,0,9:54,0:00,2:25
2018020611,8478131,Ondrej Kase,Anaheim Ducks,RW,15:03,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,14:08,0:55,0:00
2018020611,8479372,Josh Mahura,Anaheim Ducks,D,11:35,1,0,1,0,0,0,2,NA,0,0,1,0,0,0,1,1,11:35,0:00,0:00
2018020611,8471958,Dan Girardi,Tampa Bay Lightning,D,16:29,0,0,2,4,0,0,0,NA,0,0,0,0,0,0,2,0,16:14,0:00,0:15
2018020611,8471339,Ryan Callahan,Tampa Bay Lightning,RW,8:02,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,-1,7:27,0:00,0:35
2018020611,8478519,Anthony Cirelli,Tampa Bay Lightning,C,17:13,0,0,0,0,0,0,0,53.33,8,15,0,0,0,0,1,0,13:52,2:39,0:42
2018020611,8471873,Anton Stralman,Tampa Bay Lightning,D,19:18,0,0,3,1,0,0,0,NA,0,0,1,0,0,0,1,-1,18:15,0:00,1:03
2018020611,8476826,Yanni Gourde,Tampa Bay Lightning,C,15:05,0,0,3,2,0,0,2,NA,0,0,1,2,0,0,1,0,13:12,1:10,0:43
2018020611,8478416,Erik Cernak,Tampa Bay Lightning,D,17:51,1,0,1,2,0,0,0,NA,0,0,0,0,0,0,1,1,16:47,0:22,0:42
2018020611,8476975,Cedric Paquette,Tampa Bay Lightning,C,10:03,0,0,1,5,0,0,0,25,1,4,0,0,0,0,1,-1,9:07,0:00,0:56
2018020611,8470601,Braydon Coburn,Tampa Bay Lightning,D,14:29,0,0,1,2,0,0,0,NA,0,0,0,1,0,0,2,0,14:14,0:00,0:15
2018020611,8473986,Alex Killorn,Tampa Bay Lightning,LW,16:29,0,0,2,2,0,0,0,NA,0,0,0,1,0,0,0,0,15:12,0:48,0:29
2018020611,8476453,Nikita Kucherov,Tampa Bay Lightning,RW,23:45,1,1,4,0,0,0,2,NA,0,0,0,0,0,0,0,2,18:55,4:50,0:00
2018020611,8474870,Tyler Johnson,Tampa Bay Lightning,C,15:57,0,0,1,3,0,0,0,58.33,7,12,1,0,0,0,0,1,14:25,1:32,0:00
2018020611,8477454,Adam Erne,Tampa Bay Lightning,LW,12:40,0,0,0,3,0,0,0,NA,0,0,0,0,0,0,1,0,11:59,0:06,0:35
2018020611,8475167,Victor Hedman,Tampa Bay Lightning,D,23:52,1,0,3,0,0,0,0,NA,0,0,1,3,0,0,0,0,18:31,4:30,0:51
2018020611,8474151,Ryan McDonagh,Tampa Bay Lightning,D,22:14,0,0,2,3,0,0,0,NA,0,0,0,2,0,0,0,1,19:50,1:30,0:54
2018020611,8474564,Steven Stamkos,Tampa Bay Lightning,C,18:01,0,0,4,1,0,0,0,21.43,3,14,0,1,0,0,0,0,13:11,4:50,0:00
2018020611,8476292,Ondrej Palat,Tampa Bay Lightning,LW,16:07,0,0,1,3,0,0,0,NA,0,0,1,2,0,0,0,0,12:46,3:21,0:00
2018020611,8478472,Mathieu Joseph,Tampa Bay Lightning,RW,8:06,0,0,1,1,0,0,0,NA,0,0,1,0,0,0,0,-1,8:06,0:00,0:00
