game_id,id,playerName,team,opp,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce
2018020078,8470619,Brian Boyle,New Jersey Devils,Dallas Stars,C,12:02,0,0,0,2,0,0,0,60,3,5,0,0,0,0,0,1,9:02,0:59,2:01
2018020078,8476923,Damon Severson,New Jersey Devils,Dallas Stars,D,16:35,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,1,15:27,1:01,0:07
2018020078,8477509,Mirco Mueller,New Jersey Devils,Dallas Stars,D,19:27,0,0,1,1,0,0,0,NA,0,0,1,1,0,0,0,0,17:24,0:42,1:21
2018020078,8471233,Travis Zajac,New Jersey Devils,Dallas Stars,C,21:14,1,0,0,0,0,0,0,60,12,20,0,0,0,0,0,1,10:15,7:00,3:59
2018020078,8473933,Ben Lovejoy,New Jersey Devils,Dallas Stars,D,14:16,0,0,0,0,0,0,2,NA,0,0,0,2,0,0,0,1,11:07,0:00,3:09
2018020078,8477425,Miles Wood,New Jersey Devils,Dallas Stars,LW,13:58,0,0,2,1,0,0,5,NA,0,0,1,0,0,0,0,1,11:38,2:20,0:00
2018020078,8475149,Marcus Johansson,New Jersey Devils,Dallas Stars,LW,14:31,0,0,1,0,0,0,0,100,1,1,1,3,0,0,1,0,10:19,4:12,0:00
2018020078,8472382,Andy Greene,New Jersey Devils,Dallas Stars,D,19:19,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,1,1,14:31,0:00,4:48
2018020078,8478401,Pavel Zacha,New Jersey Devils,Dallas Stars,C,13:31,0,0,1,0,0,0,0,37.5,3,8,0,0,0,0,0,1,11:06,0:00,2:25
2018020078,8477961,John Quenneville,New Jersey Devils,Dallas Stars,C,12:15,0,0,2,2,0,0,0,NA,0,0,0,1,0,0,0,0,9:18,2:57,0:00
2018020078,8477355,Will Butcher,New Jersey Devils,Dallas Stars,D,15:06,1,0,2,1,0,1,0,NA,0,0,0,0,0,0,0,1,9:12,5:54,0:00
2018020078,8477520,Jean-Sebastien Dea,New Jersey Devils,Dallas Stars,C,10:30,0,1,3,1,0,0,0,28.57,2,7,1,0,0,0,0,1,9:38,0:52,0:00
2018020078,8476399,Blake Coleman,New Jersey Devils,Dallas Stars,C,14:49,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0,1,11:14,0:00,3:35
2018020078,8475222,Sami Vatanen,New Jersey Devils,Dallas Stars,D,25:10,0,0,3,1,0,0,0,NA,0,0,0,0,0,0,2,0,17:54,4:41,2:35
2018020078,8475151,Kyle Palmieri,New Jersey Devils,Dallas Stars,RW,18:25,0,1,4,4,1,0,2,NA,0,0,1,0,0,0,0,0,11:34,6:51,0:00
2018020078,8475791,Taylor Hall,New Jersey Devils,Dallas Stars,LW,19:58,1,0,2,0,0,1,4,0,0,1,1,1,0,0,1,0,12:40,7:18,0:00
