game_id,id,playerName,team,opp,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce
2018020938,8470803,Kyle Brodziak,Edmonton Oilers,New York Islanders,C,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8471729,Kris Russell,Edmonton Oilers,New York Islanders,D,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8477529,Colby Cave,Edmonton Oilers,New York Islanders,C,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8475857,Kevin Gravel,Edmonton Oilers,New York Islanders,D,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8476457,Adam Larsson,Edmonton Oilers,New York Islanders,D,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8475755,Alexander Petrovic,Edmonton Oilers,New York Islanders,D,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8477934,Leon Draisaitl,Edmonton Oilers,New York Islanders,C,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8476427,Ty Rattie,Edmonton Oilers,New York Islanders,RW,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8476988,Matt Benning,Edmonton Oilers,New York Islanders,D,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8477498,Darnell Nurse,Edmonton Oilers,New York Islanders,D,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8475178,Zack Kassian,Edmonton Oilers,New York Islanders,RW,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
2018020938,8476454,Ryan Nugent-Hopkins,Edmonton Oilers,New York Islanders,C,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00,0:00,0:00
