game_id,id,playerName,team,opp,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce
2018020097,8470604,Jeff Carter,Los Angeles Kings,New York Islanders,C,20:35,0,1,4,1,1,0,0,72.73,16,22,0,1,0,0,1,-2,15:25,2:46,2:24
2018020097,8470602,Dion Phaneuf,Los Angeles Kings,New York Islanders,D,16:32,0,0,3,3,0,0,0,NA,0,0,0,0,0,0,3,-4,14:36,1:56,0:00
2018020097,8475726,Tyler Toffoli,Los Angeles Kings,New York Islanders,RW,17:14,0,1,5,0,1,0,0,100,4,4,0,2,0,0,0,-1,12:28,2:46,2:00
2018020097,8470775,Nate Thompson,Los Angeles Kings,New York Islanders,C,14:37,0,0,0,3,0,0,0,40,6,15,0,0,0,0,0,-1,11:12,0:15,3:10
2018020097,8476871,Tanner Pearson,Los Angeles Kings,New York Islanders,LW,12:12,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,-4,9:48,1:41,0:43
2018020097,8477960,Adrian Kempe,Los Angeles Kings,New York Islanders,C,14:40,0,0,3,1,0,0,4,50,4,8,1,0,0,0,0,-1,12:40,1:41,0:19
2018020097,8478455,Austin Wagner,Los Angeles Kings,New York Islanders,LW,11:09,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,-1,10:54,0:15,0:00
2018020097,8474162,Jake Muzzin,Los Angeles Kings,New York Islanders,D,20:34,0,0,2,1,0,0,0,NA,0,0,0,1,0,0,1,0,17:26,0:00,3:08
2018020097,8474563,Drew Doughty,Los Angeles Kings,New York Islanders,D,23:54,2,0,1,0,0,2,0,NA,0,0,0,3,0,0,0,-2,18:32,2:51,2:31
2018020097,8475762,Derek Forbort,Los Angeles Kings,New York Islanders,D,20:18,0,0,0,2,0,0,0,NA,0,0,0,2,0,0,1,-1,17:33,0:00,2:45
