game_id,id,playerName,team,opp,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,faceOffPct
2018020772,8471724,Kris Letang,Pittsburgh Penguins,New Jersey Devils,D,26:43,0,0,2,4,0,0,0,0,0,2,0,0,0,0,-2,14:04,7:22,5:17,NA
2018020772,8477969,Marcus Pettersson,Pittsburgh Penguins,New Jersey Devils,D,19:55,1,0,4,0,0,0,0,0,0,0,2,0,0,0,2,14:09,2:48,2:58,NA
2018020772,8475208,Brian Dumoulin,Pittsburgh Penguins,New Jersey Devils,D,18:16,1,0,0,2,0,0,0,0,0,1,1,0,0,2,0,13:55,0:00,4:21,NA
2018020772,8473544,Derick Brassard,Pittsburgh Penguins,New Jersey Devils,C,11:58,0,1,1,1,0,0,15,1,7,0,0,0,0,2,1,9:10,2:48,0:00,14.29
2018020772,8471675,Sidney Crosby,Pittsburgh Penguins,New Jersey Devils,C,20:32,0,0,5,1,0,0,2,13,25,0,0,0,0,0,-1,10:52,6:57,2:43,52
2018020772,8477404,Jake Guentzel,Pittsburgh Penguins,New Jersey Devils,LW,18:21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12:24,3:18,2:39,NA
2018020772,8471887,Patric Hornqvist,Pittsburgh Penguins,New Jersey Devils,RW,18:43,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,11:59,6:42,0:02,0
2018020772,8478866,Dominik Simon,Pittsburgh Penguins,New Jersey Devils,C,12:20,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,11:38,0:42,0:00,NA
2018020772,8473548,Phil Kessel,Pittsburgh Penguins,New Jersey Devils,RW,18:14,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,11:02,7:12,0:00,NA
2018020772,8475810,Bryan Rust,Pittsburgh Penguins,New Jersey Devils,RW,12:19,0,1,5,1,0,0,0,0,1,0,0,0,0,0,1,8:54,0:00,3:25,0
2018020772,8471215,Evgeni Malkin,Pittsburgh Penguins,New Jersey Devils,C,18:07,1,0,1,2,0,0,0,6,15,0,2,0,0,0,-1,11:08,6:57,0:02,40
2018020772,8471677,Jack Johnson,Pittsburgh Penguins,New Jersey Devils,D,14:52,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,13:26,0:00,1:26,NA
2018020772,8476871,Tanner Pearson,Pittsburgh Penguins,New Jersey Devils,LW,13:27,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,11:06,2:21,0:00,NA
2018020772,8475772,Riley Sheahan,Pittsburgh Penguins,New Jersey Devils,C,12:06,0,0,1,1,0,0,0,3,4,1,0,0,0,0,-1,8:06,0:00,4:00,75
