game_id,id,playerName,team,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce
2018020400,8470619,Brian Boyle,New Jersey Devils,C,10:17,0,1,2,2,1,0,0,50,2,4,0,0,0,0,0,0,8:24,1:15,0:38
2018020400,8476923,Damon Severson,New Jersey Devils,D,21:47,1,0,1,1,0,1,2,NA,0,0,0,0,0,0,1,-1,20:20,1:27,0:00
2018020400,8477509,Mirco Mueller,New Jersey Devils,D,19:48,0,0,0,2,0,0,0,NA,0,0,1,1,0,0,1,0,19:25,0:01,0:22
2018020400,8471233,Travis Zajac,New Jersey Devils,C,19:24,0,0,2,0,0,0,0,65.22,15,23,0,0,0,0,0,-1,17:37,0:49,0:58
2018020400,8479407,Jesper Bratt,New Jersey Devils,LW,16:03,2,0,3,0,0,1,0,NA,0,0,0,1,0,0,1,0,14:48,1:15,0:00
2018020400,8473933,Ben Lovejoy,New Jersey Devils,D,16:16,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,1,-1,14:38,0:00,1:38
2018020400,8477425,Miles Wood,New Jersey Devils,LW,16:05,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,-1,16:05,0:00,0:00
2018020400,8475149,Marcus Johansson,New Jersey Devils,LW,18:08,0,1,5,1,0,0,0,NA,0,0,2,0,0,0,0,1,15:14,2:54,0:00
2018020400,8471226,Drew Stafford,New Jersey Devils,RW,8:34,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,1,-1,8:34,0:00,0:00
2018020400,8472382,Andy Greene,New Jersey Devils,D,17:35,0,0,1,0,0,0,0,NA,0,0,1,2,0,0,3,-1,15:09,0:26,2:00
2018020400,8478401,Pavel Zacha,New Jersey Devils,C,16:37,0,0,1,0,0,0,0,45.45,5,11,1,0,0,0,1,0,14:17,1:18,1:02
2018020400,8476399,Blake Coleman,New Jersey Devils,C,19:36,0,0,6,3,0,0,0,25,1,4,1,1,0,0,0,-1,17:45,0:29,1:22
2018020400,8475222,Sami Vatanen,New Jersey Devils,D,27:19,0,0,5,4,0,0,2,NA,0,0,1,0,0,0,1,0,23:16,4:03,0:00
2018020400,8475151,Kyle Palmieri,New Jersey Devils,RW,16:19,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,12:19,4:00,0:00
2018020400,8478881,Brett Seney,New Jersey Devils,LW,8:04,0,0,1,1,0,0,0,20,1,5,0,0,0,0,0,-1,8:04,0:00,0:00
2018020400,8475791,Taylor Hall,New Jersey Devils,LW,21:42,0,1,5,3,0,0,0,0,0,3,0,2,0,0,0,0,17:13,4:29,0:00
2018020400,8480948,Egor Yakovlev,New Jersey Devils,D,16:29,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,-1,16:29,0:00,0:00
2018020400,8480002,Nico Hischier,New Jersey Devils,C,20:16,1,0,3,1,0,0,0,26.32,5,19,2,0,0,0,1,0,15:50,4:26,0:00
2018020400,8473618,Mathieu Perreault,Winnipeg Jets,LW,10:21,1,0,2,2,0,0,0,100,1,1,0,0,0,0,0,0,9:21,1:00,0:00
2018020400,8471218,Blake Wheeler,Winnipeg Jets,RW,22:49,1,0,3,1,0,0,0,100,1,1,1,0,0,0,0,1,19:40,1:00,2:09
2018020400,8478915,Sami Niku,Winnipeg Jets,D,7:00,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,-1,7:00,0:00,0:00
2018020400,8477429,Andrew Copp,Winnipeg Jets,C,12:34,0,1,2,1,0,0,0,100,1,1,1,0,0,0,0,1,12:01,0:00,0:33
2018020400,8473412,Bryan Little,Winnipeg Jets,C,14:48,0,0,0,1,0,0,2,72.73,8,11,1,0,0,0,0,0,13:30,1:00,0:18
2018020400,8476799,Cameron Schilling,Winnipeg Jets,D,11:08,0,0,1,2,0,0,0,NA,0,0,0,0,0,0,2,1,10:28,0:00,0:40
2018020400,8479339,Patrik Laine,Winnipeg Jets,RW,16:17,0,0,3,0,0,0,0,100,1,1,0,0,0,0,1,0,15:17,1:00,0:00
2018020400,8477504,Josh Morrissey,Winnipeg Jets,D,29:02,0,1,4,0,0,0,2,NA,0,0,0,0,0,0,1,1,25:31,1:00,2:31
2018020400,8478458,Jack Roslovic,Winnipeg Jets,C,8:45,1,0,2,0,0,0,0,62.5,5,8,0,0,0,0,0,0,8:45,0:00,0:00
2018020400,8474574,Tyler Myers,Winnipeg Jets,D,26:10,0,0,2,4,0,0,0,NA,0,0,0,0,0,0,0,3,22:48,1:00,2:22
2018020400,8475279,Ben Chiarot,Winnipeg Jets,D,22:24,0,0,2,7,0,0,2,NA,0,0,0,0,0,0,2,-1,20:24,0:00,2:00
2018020400,8476885,Jacob Trouba,Winnipeg Jets,D,28:09,0,0,3,0,0,0,0,NA,0,0,2,1,0,0,3,0,23:14,1:00,3:55
2018020400,8477940,Nikolaj Ehlers,Winnipeg Jets,LW,18:47,0,0,0,0,0,0,0,NA,0,0,2,0,0,0,1,0,17:47,1:00,0:00
2018020400,8476460,Mark Scheifele,Winnipeg Jets,C,23:33,0,2,4,2,0,0,0,40.63,13,32,3,0,0,0,0,1,21:33,1:00,1:00
2018020400,8478891,Mason Appleton,Winnipeg Jets,C,8:36,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,2,1,8:36,0:00,0:00
2018020400,8478398,Kyle Connor,Winnipeg Jets,LW,16:43,0,0,3,0,0,0,2,NA,0,0,2,0,0,0,0,0,15:43,1:00,0:00
2018020400,8476392,Adam Lowry,Winnipeg Jets,C,15:19,1,0,3,2,0,0,0,73.33,11,15,1,0,0,0,1,1,11:50,0:00,3:29
2018020400,8479293,Brandon Tanev,Winnipeg Jets,LW,14:00,0,0,2,4,0,0,0,NA,0,0,0,0,0,0,1,0,11:49,0:00,2:11
