game_id,id,playerName,team,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,faceOffPct
2018020311,8473507,Jeff Petry,Montréal Canadiens,D,33:51,1,1,3,4,1,0,0,0,0,1,3,0,0,3,-1,27:10,3:03,3:38,NA
2018020311,8474818,Jordie Benn,Montréal Canadiens,D,24:53,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,23:08,0:03,1:42,NA
2018020311,8480829,Jesperi Kotkaniemi,Montréal Canadiens,C,16:41,2,0,1,0,0,1,0,10,16,1,1,0,0,0,1,13:42,2:59,0:00,62.5
2018020311,8475848,Brendan Gallagher,Montréal Canadiens,RW,18:38,0,1,7,0,0,0,0,1,2,1,0,0,0,0,1,16:27,2:11,0:00,50
2018020311,8476948,Charles Hudon,Montréal Canadiens,LW,8:46,0,0,2,1,0,0,0,0,1,0,0,0,0,0,-1,5:56,2:50,0:00,0
2018020311,8477503,Max Domi,Montréal Canadiens,LW,20:56,1,0,5,1,0,1,5,7,12,0,0,0,0,0,-2,16:53,4:03,0:00,58.33
2018020311,8476479,Phillip Danault,Montréal Canadiens,C,22:21,1,0,3,2,0,0,2,11,25,1,0,0,0,1,1,18:46,2:51,0:44,44
2018020311,8475844,Kenny Agostino,Montréal Canadiens,LW,12:33,0,1,2,2,0,0,2,0,0,1,0,0,0,0,1,11:36,0:57,0:00,NA
2018020311,8477476,Artturi Lehkonen,Montréal Canadiens,LW,16:35,1,0,4,3,0,0,0,0,2,0,1,0,0,0,1,13:44,0:17,2:34,0
2018020311,8476422,Mike Reilly,Montréal Canadiens,D,18:24,0,1,4,1,0,0,0,0,0,0,2,0,0,1,0,17:50,0:23,0:11,NA
2018020311,8475235,Nicolas Deslauriers,Montréal Canadiens,LW,5:36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,4:47,0:17,0:32,NA
2018020311,8473673,David Schlemko,Montréal Canadiens,D,22:39,0,0,2,2,0,0,0,0,0,0,1,0,0,3,-1,18:31,2:19,1:49,NA
2018020311,8476285,Matthew Peca,Montréal Canadiens,C,7:17,1,0,0,1,0,0,0,4,5,1,0,0,0,1,-1,5:18,0:17,1:42,80
2018020311,8477494,Jonathan Drouin,Montréal Canadiens,C,20:52,0,0,2,0,0,0,0,0,1,0,0,0,0,0,-2,17:43,3:09,0:00,0
2018020311,8478454,Noah Juulsen,Montréal Canadiens,D,3:12,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,3:12,0:00,0:00,NA
2018020311,8479376,Victor Mete,Montréal Canadiens,D,14:07,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,14:03,0:00,0:04,NA
2018020311,8476381,Andrew Shaw,Montréal Canadiens,RW,20:57,0,0,4,0,0,0,0,3,9,0,2,0,0,1,-1,15:47,3:28,1:42,33.33
2018020311,8475193,Tomas Tatar,Montréal Canadiens,LW,18:32,0,0,2,1,0,0,0,0,1,3,0,0,0,0,1,16:19,2:13,0:00,0
2018020311,8471702,Matt Niskanen,Washington Capitals,D,23:02,0,0,3,2,0,0,4,0,0,0,4,0,0,1,0,20:13,1:05,1:44,NA
2018020311,8476905,Chandler Stephenson,Washington Capitals,C,10:29,0,0,0,0,0,0,0,1,3,0,2,0,0,1,-2,8:35,0:00,1:54,33.33
2018020311,8476329,Travis Boyd,Washington Capitals,C,10:49,0,0,2,0,0,0,0,5,12,0,0,0,0,1,-2,9:33,0:07,1:09,41.67
2018020311,8475758,Devante Smith-Pelly,Washington Capitals,RW,11:12,0,0,0,4,0,0,0,0,0,0,2,0,0,2,-2,9:21,0:07,1:44,NA
2018020311,8476436,Dmitrij Jaskin,Washington Capitals,RW,8:20,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,8:20,0:00,0:00,NA
2018020311,8471214,Alex Ovechkin,Washington Capitals,LW,21:53,0,2,5,2,1,0,0,0,0,0,0,0,0,0,1,19:23,2:30,0:00,NA
2018020311,8477944,Jakub Vrana,Washington Capitals,LW,16:09,1,0,1,0,0,0,0,1,2,0,1,0,0,0,1,15:04,1:05,0:00,50
2018020311,8477444,Andre Burakovsky,Washington Capitals,LW,13:08,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,11:56,1:12,0:00,0
2018020311,8475200,Dmitry Orlov,Washington Capitals,D,23:40,2,0,0,1,0,0,5,0,0,2,2,0,0,1,0,20:58,0:00,2:42,NA
2018020311,8475343,Nic Dowd,Washington Capitals,C,10:53,0,0,1,0,0,0,0,3,6,0,1,0,0,1,1,8:45,0:00,2:08,50
2018020311,8473563,Nicklas Backstrom,Washington Capitals,C,21:08,0,1,4,1,0,0,0,14,25,1,1,0,0,0,1,16:17,2:30,2:21,56
2018020311,8474590,John Carlson,Washington Capitals,D,25:59,2,0,2,0,0,1,0,0,0,0,2,0,0,2,0,19:56,2:30,3:33,NA
2018020311,8474189,Lars Eller,Washington Capitals,C,22:25,0,1,3,2,0,0,4,11,20,2,0,0,0,3,1,19:03,2:30,0:52,55
2018020311,8477043,Christian Djoos,Washington Capitals,D,12:10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11:05,1:05,0:00,NA
2018020311,8476880,Tom Wilson,Washington Capitals,RW,23:02,2,0,4,6,0,1,0,3,4,2,1,0,0,2,0,18:11,2:27,2:24,75
2018020311,8475792,Brett Connolly,Washington Capitals,RW,13:11,0,1,4,1,0,0,0,0,1,0,0,0,0,0,1,12:06,1:05,0:00,0
2018020311,8477474,Madison Bowey,Washington Capitals,D,14:06,1,0,0,3,0,0,2,0,0,0,3,0,0,0,0,12:34,0:07,1:25,NA
2018020311,8479482,Michal Kempny,Washington Capitals,D,22:50,1,0,2,0,0,0,0,0,0,0,1,0,0,3,1,19:32,0:10,3:08,NA
