game_id,id,playerName,team,opp,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce
2018020924,8470803,Kyle Brodziak,Edmonton Oilers,Arizona Coyotes,C,11:18,0,0,1,0,0,0,0,71.43,5,7,1,0,0,0,0,0,7:54,0:00,3:24
2018020924,8471729,Kris Russell,Edmonton Oilers,Arizona Coyotes,D,19:15,0,0,1,0,0,0,0,NA,0,0,1,2,0,0,2,0,15:47,0:00,3:28
2018020924,8477529,Colby Cave,Edmonton Oilers,Arizona Coyotes,C,15:38,0,0,2,5,0,0,0,57.14,8,14,0,1,0,0,1,0,15:17,0:01,0:20
2018020924,8476457,Adam Larsson,Edmonton Oilers,Arizona Coyotes,D,20:44,0,1,6,2,0,0,2,NA,0,0,0,2,0,0,2,1,18:29,0:00,2:15
2018020924,8477934,Leon Draisaitl,Edmonton Oilers,Arizona Coyotes,C,26:37,2,0,4,1,0,0,0,50,8,16,1,1,0,0,0,0,20:37,3:35,2:25
2018020924,8476427,Ty Rattie,Edmonton Oilers,Arizona Coyotes,RW,11:11,0,0,7,0,0,0,0,NA,0,0,0,1,0,0,0,1,10:52,0:19,0:00
2018020924,8476988,Matt Benning,Edmonton Oilers,Arizona Coyotes,D,14:43,0,0,0,1,0,0,0,NA,0,0,0,2,0,0,1,-1,13:07,0:00,1:36
2018020924,8477498,Darnell Nurse,Edmonton Oilers,Arizona Coyotes,D,27:06,1,0,2,2,0,0,2,NA,0,0,1,1,0,0,2,0,21:04,3:25,2:37
2018020924,8475178,Zack Kassian,Edmonton Oilers,Arizona Coyotes,RW,17:11,1,0,3,6,0,0,0,NA,0,0,0,1,0,0,2,0,14:46,0:00,2:25
2018020924,8476454,Ryan Nugent-Hopkins,Edmonton Oilers,Arizona Coyotes,C,23:15,0,1,3,2,0,0,0,25,2,8,0,1,0,0,2,1,18:15,3:50,1:10
2018020924,8476356,Tobias Rieder,Edmonton Oilers,Arizona Coyotes,RW,13:47,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,13:27,0:00,0:20
2018020924,8474040,Sam Gagner,Edmonton Oilers,Arizona Coyotes,C,19:12,0,0,3,1,0,0,2,75,6,8,0,3,0,0,0,0,15:09,4:03,0:00
2018020924,8475163,Alex Chiasson,Edmonton Oilers,Arizona Coyotes,RW,20:43,0,0,1,1,0,0,0,NA,0,0,2,1,0,0,0,0,15:43,3:50,1:10
2018020924,8476472,Oscar Klefbom,Edmonton Oilers,Arizona Coyotes,D,22:25,0,0,2,2,0,0,0,NA,0,0,2,1,0,0,0,1,19:31,0:39,2:15
2018020924,8474089,Brad Malone,Edmonton Oilers,Arizona Coyotes,C,8:14,0,0,0,1,0,0,0,100,2,2,0,0,0,0,0,0,4:50,0:00,3:24
2018020924,8473473,Milan Lucic,Edmonton Oilers,Arizona Coyotes,LW,14:21,0,0,2,3,0,0,0,100,1,1,0,0,0,0,1,-1,14:07,0:14,0:00
2018020924,8471284,Andrej Sekera,Edmonton Oilers,Arizona Coyotes,D,17:33,0,0,0,1,0,0,0,NA,0,0,1,3,0,0,0,-1,14:42,0:24,2:27
2018020924,8477680,Josh Currie,Edmonton Oilers,Arizona Coyotes,RW,5:25,0,0,0,3,0,0,0,NA,0,0,0,1,0,0,1,0,5:25,0:00,0:00
2018020924,8471769,Niklas Hjalmarsson,Arizona Coyotes,Edmonton Oilers,D,18:17,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,1,1,14:43,0:11,3:23
2018020924,8474613,Derek Stepan,Arizona Coyotes,Edmonton Oilers,C,21:46,1,0,5,0,0,0,0,40,8,20,1,1,0,0,1,0,14:44,4:08,2:54
2018020924,8475738,Jordan Weal,Arizona Coyotes,Edmonton Oilers,C,12:26,0,0,1,1,0,0,0,42.86,3,7,0,0,0,0,1,0,10:46,1:40,0:00
2018020924,8478856,Conor Garland,Arizona Coyotes,Edmonton Oilers,RW,15:51,0,0,1,1,0,0,0,NA,0,0,1,0,0,0,0,0,12:00,3:50,0:01
2018020924,8470755,Brad Richardson,Arizona Coyotes,Edmonton Oilers,C,16:46,0,0,0,1,0,0,0,64.29,9,14,0,1,0,0,0,0,13:57,0:00,2:49
2018020924,8476326,Josh Archibald,Arizona Coyotes,Edmonton Oilers,RW,13:45,0,1,2,3,0,0,2,NA,0,0,0,0,0,0,1,-1,13:06,0:00,0:39
