game_id,id,playerName,team,opp,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,faceOffPct
2018020880,8471958,Dan Girardi,Tampa Bay Lightning,Dallas Stars,D,18:16,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,17:06,0:29,0:41,NA
2018020880,8478519,Anthony Cirelli,Tampa Bay Lightning,Dallas Stars,C,15:10,1,0,1,1,0,0,0,8,11,1,0,0,0,0,2,12:43,0:15,2:12,72.73
2018020880,8471873,Anton Stralman,Tampa Bay Lightning,Dallas Stars,D,20:08,1,0,3,0,0,0,0,0,0,0,1,0,0,1,2,16:26,1:17,2:25,NA
2018020880,8476826,Yanni Gourde,Tampa Bay Lightning,Dallas Stars,C,15:14,0,0,1,0,0,0,0,1,1,2,1,0,0,1,1,12:21,2:06,0:47,100
2018020880,8476468,J.T. Miller,Tampa Bay Lightning,Dallas Stars,C,16:23,0,0,1,2,0,0,2,1,5,0,1,0,0,0,1,12:07,4:16,0:00,20
2018020880,8476975,Cedric Paquette,Tampa Bay Lightning,Dallas Stars,C,15:32,0,0,0,7,0,0,0,7,15,0,0,0,0,0,0,13:08,1:30,0:54,46.67
2018020880,8470601,Braydon Coburn,Tampa Bay Lightning,Dallas Stars,D,16:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16:08,0:35,0:01,NA
2018020880,8473986,Alex Killorn,Tampa Bay Lightning,Dallas Stars,LW,17:06,1,1,4,0,0,0,2,0,0,0,0,0,0,0,2,13:07,2:21,1:38,NA
2018020880,8476453,Nikita Kucherov,Tampa Bay Lightning,Dallas Stars,RW,17:45,3,1,4,1,0,2,0,0,0,0,1,0,0,0,2,12:54,4:51,0:00,NA
2018020880,8474870,Tyler Johnson,Tampa Bay Lightning,Dallas Stars,C,13:09,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,11:15,1:54,0:00,0
