game_id,id,playerName,team,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce
2018020219,8471716,Justin Abdelkader,Detroit Red Wings,LW,16:34,0,1,2,2,1,0,0,50,1,2,0,1,0,0,0,-2,13:17,1:12,2:05
2018020219,8474679,Gustav Nyquist,Detroit Red Wings,RW,19:26,0,1,7,0,0,0,0,NA,0,0,1,1,0,0,0,1,18:21,1:05,0:00
2018020219,8476924,Martin Frk,Detroit Red Wings,RW,7:51,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,6:39,1:12,0:00
2018020219,8477946,Dylan Larkin,Detroit Red Wings,C,20:59,0,0,2,1,0,0,0,72.73,16,22,1,2,0,0,1,0,17:37,1:12,2:10
2018020219,8470110,Trevor Daley,Detroit Red Wings,D,22:15,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,1,0,18:04,0:00,4:11
2018020219,8471794,Darren Helm,Detroit Red Wings,LW,17:43,0,0,1,6,0,0,0,NA,0,0,0,0,0,0,0,0,15:34,0:00,2:09
2018020219,8475324,Nick Jensen,Detroit Red Wings,D,17:32,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,1,-1,15:23,0:00,2:09
2018020219,8476822,Luke Glendening,Detroit Red Wings,C,18:41,0,0,0,4,0,0,0,58.82,10,17,0,1,0,0,2,-2,14:50,0:00,3:51
2018020219,8477455,Jacob de la Rose,Detroit Red Wings,LW,17:59,1,0,2,0,0,0,0,52.94,9,17,0,0,0,0,2,1,16:14,0:00,1:45
2018020219,8477479,Tyler Bertuzzi,Detroit Red Wings,LW,16:29,0,0,1,1,0,0,0,NA,0,0,0,1,0,0,0,-2,15:24,1:05,0:00
2018020219,8477215,Danny DeKeyser,Detroit Red Wings,D,23:04,0,0,1,0,0,0,2,NA,0,0,0,0,0,0,1,-2,20:23,0:00,2:41
2018020219,8477511,Anthony Mantha,Detroit Red Wings,RW,18:22,0,0,2,2,0,0,0,33.33,1,3,1,1,0,0,0,0,17:10,1:12,0:00
2018020219,8471242,Mike Green,Detroit Red Wings,D,22:36,0,0,3,2,0,0,2,NA,0,0,0,0,0,0,2,0,20:54,1:12,0:30
2018020219,8475263,Wade Megan,Detroit Red Wings,C,8:18,0,0,2,1,0,0,0,28.57,2,7,0,0,0,0,0,0,8:18,0:00,0:00
2018020219,8478036,Christoffer Ehn,Detroit Red Wings,C,6:53,0,0,1,4,0,0,0,NA,0,0,0,0,0,0,0,0,6:53,0:00,0:00
2018020219,8479992,Michael Rasmussen,Detroit Red Wings,C,15:45,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,1,14:40,1:05,0:00
2018020219,8479395,Dennis Cholowski,Detroit Red Wings,D,18:51,0,0,3,0,0,0,0,NA,0,0,0,0,0,0,1,0,17:46,1:05,0:00
2018020219,8468509,Niklas Kronwall,Detroit Red Wings,D,19:42,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,1,16:08,1:05,2:29
2018020219,8470626,Loui Eriksson,Vancouver Canucks,LW,19:00,1,0,3,0,0,0,0,NA,0,0,0,0,0,0,1,1,14:49,4:11,0:00
2018020219,8474849,Antoine Roussel,Vancouver Canucks,LW,11:50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,10:44,0:00,1:06
2018020219,8477958,Nikolay Goldobin,Vancouver Canucks,RW,19:53,1,0,5,0,0,0,0,NA,0,0,1,0,0,0,0,2,18:04,1:49,0:00
2018020219,8477937,Jake Virtanen,Vancouver Canucks,RW,15:59,0,0,3,2,0,0,0,NA,0,0,0,1,0,0,0,0,14:35,1:24,0:00
2018020219,8475423,Darren Archibald,Vancouver Canucks,RW,9:39,0,0,3,0,0,0,0,NA,0,0,0,1,0,0,0,-1,9:39,0:00,0:00
2018020219,8477018,Ben Hutton,Vancouver Canucks,D,19:59,0,1,2,0,0,0,0,NA,0,0,0,0,0,0,0,1,18:00,1:04,0:55
2018020219,8477213,Tim Schaller,Vancouver Canucks,C,15:16,0,0,1,1,0,0,0,NA,0,0,0,1,0,0,1,0,14:29,0:00,0:47
2018020219,8478874,Adam Gaudette,Vancouver Canucks,C,12:32,1,0,1,4,0,0,2,50,3,6,0,0,0,0,0,1,10:43,1:49,0:00
2018020219,8474584,Michael Del Zotto,Vancouver Canucks,D,17:22,0,0,1,3,0,0,0,NA,0,0,0,0,0,0,3,-1,16:16,0:00,1:06
2018020219,8476894,Brendan Leipsic,Vancouver Canucks,LW,15:18,0,0,2,0,0,0,0,NA,0,0,1,0,0,0,0,0,11:07,4:11,0:00
2018020219,8476884,Derrick Pouliot,Vancouver Canucks,D,26:01,0,0,2,2,0,0,0,NA,0,0,1,0,0,0,1,1,20:49,4:56,0:16
2018020219,8477500,Bo Horvat,Vancouver Canucks,C,23:53,0,0,2,2,0,0,0,47.5,19,40,1,1,0,0,0,0,19:18,4:11,0:24
2018020219,8475690,Christopher Tanev,Vancouver Canucks,D,22:37,0,0,1,2,0,0,0,NA,0,0,0,2,0,0,4,1,20:44,0:25,1:28
2018020219,8475790,Erik Gudbranson,Vancouver Canucks,D,16:55,1,0,1,2,0,0,2,NA,0,0,0,0,0,0,2,1,16:50,0:05,0:00
2018020219,8476440,Markus Granlund,Vancouver Canucks,C,15:02,0,0,2,2,0,0,0,42.86,3,7,0,0,0,0,0,0,12:31,1:44,0:47
2018020219,8479442,Troy Stecher,Vancouver Canucks,D,16:38,0,0,2,0,0,0,0,NA,0,0,0,1,0,0,2,-1,15:49,0:00,0:49
2018020219,8477353,Tyler Motte,Vancouver Canucks,C,12:38,0,0,5,4,0,0,0,NA,0,0,2,0,0,0,0,0,11:08,0:00,1:30
2018020219,8480012,Elias Pettersson,Vancouver Canucks,C,22:11,0,1,5,0,0,0,0,33.33,5,15,0,1,0,0,0,0,18:00,4:11,0:00
