game_id,id,playerName,team,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,faceOffPct
2018020163,8468674,Deryk Engelland,Vegas Golden Knights,D,21:12,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,19:03,0:01,2:08,NA
2018020163,8471817,Ryan Reaves,Vegas Golden Knights,RW,11:48,0,1,2,1,1,0,0,1,3,1,0,0,0,0,0,9:38,2:10,0:00,33.33
2018020163,8476539,Jonathan Marchessault,Vegas Golden Knights,C,23:42,0,1,8,1,0,0,0,0,3,0,0,0,0,0,0,16:23,7:19,0:00,0
2018020163,8475715,Oscar Lindberg,Vegas Golden Knights,C,9:44,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,7:02,2:42,0:00,NA
2018020163,8476617,Tomas Hyka,Vegas Golden Knights,RW,15:00,0,0,3,0,0,0,0,0,0,2,0,0,0,1,2,12:08,2:52,0:00,NA
2018020163,8477949,Alex Tuch,Vegas Golden Knights,RW,19:53,0,2,8,2,0,0,0,3,4,1,0,0,0,0,2,13:03,6:50,0:00,75
2018020163,8475236,Cody Eakin,Vegas Golden Knights,C,2:41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:41,0:00,0:00,0
2018020163,8477447,Shea Theodore,Vegas Golden Knights,D,26:43,0,0,5,1,0,0,0,0,0,3,1,0,0,0,0,19:26,7:17,0:00,NA
2018020163,8476525,Colin Miller,Vegas Golden Knights,D,21:15,1,0,5,3,0,1,0,0,0,3,3,0,0,1,0,17:32,3:43,0:00,NA
2018020163,8474207,Nick Holden,Vegas Golden Knights,D,15:19,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,14:47,0:00,0:32,NA
2018020163,8477846,Ryan Carpenter,Vegas Golden Knights,C,11:17,0,0,3,3,0,0,0,4,7,0,0,0,0,0,0,9:34,0:21,1:22,57.14
2018020163,8476448,William Karlsson,Vegas Golden Knights,C,24:52,0,0,0,3,0,0,0,11,22,1,0,0,0,0,-1,17:03,7:08,0:41,50
2018020163,8475188,Brayden McNabb,Vegas Golden Knights,D,16:38,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,14:30,0:00,2:08,NA
2018020163,8475287,Erik Haula,Vegas Golden Knights,C,19:46,2,0,5,1,0,1,0,10,20,1,0,0,0,0,1,16:23,2:51,0:32,50
2018020163,8475750,Jon Merrill,Vegas Golden Knights,D,12:17,0,0,1,1,0,0,17,0,0,1,0,0,0,1,0,11:24,0:21,0:32,NA
