game_id,id,playerName,team,opp,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,faceOffPct
2018020558,8470626,Loui Eriksson,Vancouver Canucks,Winnipeg Jets,LW,19:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,15:19,2:33,1:47,NA
2018020558,8474849,Antoine Roussel,Vancouver Canucks,Winnipeg Jets,LW,13:13,0,0,2,1,0,0,2,0,0,1,2,0,0,0,0,11:44,0:05,1:24,NA
2018020558,8477958,Nikolay Goldobin,Vancouver Canucks,Winnipeg Jets,RW,12:09,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,9:29,2:40,0:00,NA
2018020558,8477937,Jake Virtanen,Vancouver Canucks,Winnipeg Jets,RW,17:25,0,0,5,5,0,0,0,0,0,1,0,0,0,2,-1,14:52,2:33,0:00,NA
2018020558,8477018,Ben Hutton,Vancouver Canucks,Winnipeg Jets,D,20:36,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,17:53,1:27,1:16,NA
2018020558,8473415,Alex Biega,Vancouver Canucks,Winnipeg Jets,D,13:12,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,12:38,0:00,0:34,NA
2018020558,8471303,Alexander Edler,Vancouver Canucks,Winnipeg Jets,D,27:30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,20:13,4:33,2:44,NA
2018020558,8478874,Adam Gaudette,Vancouver Canucks,Winnipeg Jets,C,6:02,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,6:02,0:00,0:00,66.67
2018020558,8478444,Brock Boeser,Vancouver Canucks,Winnipeg Jets,RW,18:35,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,15:13,3:22,0:00,NA
2018020558,8476410,Josh Leivo,Vancouver Canucks,Winnipeg Jets,LW,14:49,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,11:34,3:15,0:00,NA
2018020558,8476884,Derrick Pouliot,Vancouver Canucks,Winnipeg Jets,D,13:02,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,12:57,0:05,0:00,NA
2018020558,8477500,Bo Horvat,Vancouver Canucks,Winnipeg Jets,C,20:20,0,0,6,1,0,0,0,11,23,2,1,0,0,0,0,16:58,3:22,0:00,47.83
2018020558,8475690,Christopher Tanev,Vancouver Canucks,Winnipeg Jets,D,19:19,0,0,1,0,0,0,2,0,0,0,1,0,0,4,-1,18:01,0:00,1:18,NA
