rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020020,/api/v1/game/2018020020/feed/live,R,20182019,2018-10-06T17:00:00Z,Final,7,Final,7,FALSE,2,0,1,0,league,22,Edmonton Oilers,/api/v1/teams/22,5,1,0,0,league,1,New Jersey Devils,/api/v1/teams/1,5171,Scandinavium,/api/v1/venues/5171,/api/v1/game/2018020020/content
2,2018020048,/api/v1/game/2018020048/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,0,2,1,1,league,15,Washington Capitals,/api/v1/teams/15,6,2,0,0,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020048/content
3,2018020071,/api/v1/game/2018020071/feed/live,R,20182019,2018-10-14T17:00:00Z,Final,7,Final,7,FALSE,2,2,3,1,league,28,San Jose Sharks,/api/v1/teams/28,3,3,0,0,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020071/content
4,2018020078,/api/v1/game/2018020078/feed/live,R,20182019,2018-10-16T23:00:00Z,Final,7,Final,7,FALSE,0,3,3,0,league,25,Dallas Stars,/api/v1/teams/25,3,4,0,0,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020078/content
5,2018020091,/api/v1/game/2018020091/feed/live,R,20182019,2018-10-18T23:00:00Z,Final,7,Final,7,FALSE,5,4,1,2,league,21,Colorado Avalanche,/api/v1/teams/21,3,4,1,0,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020091/content
6,2018020102,/api/v1/game/2018020102/feed/live,R,20182019,2018-10-20T17:00:00Z,Final,7,Final,7,FALSE,2,4,2,0,league,1,New Jersey Devils,/api/v1/teams/1,5,4,4,0,league,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2018020102/content
7,2018020136,/api/v1/game/2018020136/feed/live,R,20182019,2018-10-25T23:00:00Z,Final,7,Final,7,FALSE,4,8,2,0,league,18,Nashville Predators,/api/v1/teams/18,3,4,2,1,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020136/content
8,2018020148,/api/v1/game/2018020148/feed/live,R,20182019,2018-10-27T16:00:00Z,Final,7,Final,7,FALSE,2,2,4,3,league,13,Florida Panthers,/api/v1/teams/13,3,5,2,1,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020148/content
9,2018020172,/api/v1/game/2018020172/feed/live,R,20182019,2018-10-30T23:30:00Z,Final,7,Final,7,FALSE,3,5,3,1,league,1,New Jersey Devils,/api/v1/teams/1,8,8,2,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020172/content
10,2018020184,/api/v1/game/2018020184/feed/live,R,20182019,2018-11-01T23:30:00Z,Final,7,Final,7,FALSE,3,5,4,1,league,1,New Jersey Devils,/api/v1/teams/1,4,4,7,2,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020184/content
