rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020019,/api/v1/game/2018020019/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,1,0,0,1,league,13,Florida Panthers,/api/v1/teams/13,2,1,0,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020019/content
2,2018020053,/api/v1/game/2018020053/feed/live,R,20182019,2018-10-11T23:30:00Z,Final,7,Final,7,FALSE,4,2,2,0,league,23,Vancouver Canucks,/api/v1/teams/23,1,1,1,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020053/content
3,2018020063,/api/v1/game/2018020063/feed/live,R,20182019,2018-10-13T23:00:00Z,Final,7,Final,7,FALSE,2,3,2,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,8,2,1,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020063/content
4,2018020082,/api/v1/game/2018020082/feed/live,R,20182019,2018-10-16T23:30:00Z,Final,7,Final,7,FALSE,2,4,2,1,league,12,Carolina Hurricanes,/api/v1/teams/12,4,3,1,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020082/content
5,2018020093,/api/v1/game/2018020093/feed/live,R,20182019,2018-10-18T23:30:00Z,Final,7,Final,7,FALSE,1,0,5,2,league,17,Detroit Red Wings,/api/v1/teams/17,3,4,1,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020093/content
6,2018020110,/api/v1/game/2018020110/feed/live,R,20182019,2018-10-21T00:00:00Z,Final,7,Final,7,FALSE,4,4,1,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,5,4,2,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020110/content
7,2018020116,/api/v1/game/2018020116/feed/live,R,20182019,2018-10-21T23:00:00Z,Final,7,Final,7,FALSE,6,5,1,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,3,4,2,2,league,16,Chicago Blackhawks,/api/v1/teams/16,5092,United Center,/api/v1/venues/5092,/api/v1/game/2018020116/content
8,2018020132,/api/v1/game/2018020132/feed/live,R,20182019,2018-10-25T01:30:00Z,Final,7,Final,7,FALSE,1,6,1,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,0,6,2,2,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020132/content
9,2018020144,/api/v1/game/2018020144/feed/live,R,20182019,2018-10-26T22:00:00Z,Final,7,Final,7,FALSE,3,7,1,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,2,4,5,1,league,54,Vegas Golden Knights,/api/v1/teams/54,5178,T-Mobile Arena,/api/v1/venues/5178,/api/v1/game/2018020144/content
10,2018020157,/api/v1/game/2018020157/feed/live,R,20182019,2018-10-28T01:00:00Z,Final,7,Final,7,FALSE,1,7,2,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,7,5,5,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020157/content
