rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020010,/api/v1/game/2018020010/feed/live,R,20182019,2018-10-04T23:30:00Z,Final,7,Final,7,FALSE,3,1,0,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,2,0,0,1,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020010/content
2,2018020031,/api/v1/game/2018020031/feed/live,R,20182019,2018-10-08T02:30:00Z,Final,7,Final,7,FALSE,2,0,1,1,league,17,Detroit Red Wings,/api/v1/teams/17,4,1,0,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020031/content
3,2018020035,/api/v1/game/2018020035/feed/live,R,20182019,2018-10-09T02:00:00Z,Final,7,Final,7,FALSE,2,0,1,2,league,17,Detroit Red Wings,/api/v1/teams/17,3,3,0,0,league,24,Anaheim Ducks,/api/v1/teams/24,5046,Honda Center,/api/v1/venues/5046,/api/v1/game/2018020035/content
4,2018020052,/api/v1/game/2018020052/feed/live,R,20182019,2018-10-11T23:30:00Z,Final,7,Final,7,FALSE,5,4,1,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,3,0,2,2,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020052/content
5,2018020061,/api/v1/game/2018020061/feed/live,R,20182019,2018-10-13T19:00:00Z,Final,7,Final,7,FALSE,2,0,3,2,league,17,Detroit Red Wings,/api/v1/teams/17,8,4,1,0,league,6,Boston Bruins,/api/v1/teams/6,5085,TD Garden,/api/v1/venues/5085,/api/v1/game/2018020061/content
6,2018020075,/api/v1/game/2018020075/feed/live,R,20182019,2018-10-15T23:30:00Z,Final,7,Final,7,FALSE,3,0,4,2,league,17,Detroit Red Wings,/api/v1/teams/17,7,3,1,1,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020075/content
7,2018020093,/api/v1/game/2018020093/feed/live,R,20182019,2018-10-18T23:30:00Z,Final,7,Final,7,FALSE,1,0,5,2,league,17,Detroit Red Wings,/api/v1/teams/17,3,4,1,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020093/content
8,2018020108,/api/v1/game/2018020108/feed/live,R,20182019,2018-10-20T23:00:00Z,Final,7,Final,7,FALSE,4,1,5,2,league,17,Detroit Red Wings,/api/v1/teams/17,3,1,2,3,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020108/content
9,2018020119,/api/v1/game/2018020119/feed/live,R,20182019,2018-10-22T23:30:00Z,Final,7,Final,7,FALSE,3,5,3,1,league,12,Carolina Hurricanes,/api/v1/teams/12,1,1,6,2,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020119/content
10,2018020145,/api/v1/game/2018020145/feed/live,R,20182019,2018-10-26T23:30:00Z,Final,7,Final,7,FALSE,2,7,3,1,league,52,Winnipeg Jets,/api/v1/teams/52,1,1,7,2,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020145/content
