rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020007,/api/v1/game/2018020007/feed/live,R,20182019,2018-10-04T23:00:00Z,Final,7,Final,7,FALSE,6,1,0,1,league,15,Washington Capitals,/api/v1/teams/15,7,1,0,0,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020007/content
2,2018020022,/api/v1/game/2018020022/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,5,1,0,1,league,8,Montréal Canadiens,/api/v1/teams/8,1,1,1,0,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020022/content
3,2018020050,/api/v1/game/2018020050/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,2,1,4,0,league,54,Vegas Golden Knights,/api/v1/teams/54,4,2,1,0,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020050/content
4,2018020062,/api/v1/game/2018020062/feed/live,R,20182019,2018-10-13T23:00:00Z,Final,7,Final,7,FALSE,3,2,1,1,league,5,Pittsburgh Penguins,/api/v1/teams/5,4,2,1,1,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020062/content
5,2018020081,/api/v1/game/2018020081/feed/live,R,20182019,2018-10-16T23:00:00Z,Final,7,Final,7,FALSE,3,4,2,0,league,23,Vancouver Canucks,/api/v1/teams/23,2,2,1,2,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020081/content
6,2018020090,/api/v1/game/2018020090/feed/live,R,20182019,2018-10-18T23:00:00Z,Final,7,Final,7,FALSE,3,3,1,2,league,5,Pittsburgh Penguins,/api/v1/teams/5,0,6,2,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,NA,Scotiabank Arena,/api/v1/venues/null,/api/v1/game/2018020090/content
7,2018020129,/api/v1/game/2018020129/feed/live,R,20182019,2018-10-24T01:00:00Z,Final,7,Final,7,FALSE,6,4,1,2,league,5,Pittsburgh Penguins,/api/v1/teams/5,5,3,3,1,league,22,Edmonton Oilers,/api/v1/teams/22,5100,Rogers Place,/api/v1/venues/5100,/api/v1/game/2018020129/content
8,2018020141,/api/v1/game/2018020141/feed/live,R,20182019,2018-10-26T01:00:00Z,Final,7,Final,7,FALSE,9,5,1,2,league,5,Pittsburgh Penguins,/api/v1/teams/5,1,5,5,0,league,20,Calgary Flames,/api/v1/teams/20,5075,Scotiabank Saddledome,/api/v1/venues/5075,/api/v1/game/2018020141/content
9,2018020158,/api/v1/game/2018020158/feed/live,R,20182019,2018-10-28T02:00:00Z,Final,7,Final,7,FALSE,5,6,1,2,league,5,Pittsburgh Penguins,/api/v1/teams/5,0,6,6,0,league,23,Vancouver Canucks,/api/v1/teams/23,5073,Rogers Arena,/api/v1/venues/5073,/api/v1/game/2018020158/content
10,2018020168,/api/v1/game/2018020168/feed/live,R,20182019,2018-10-30T23:00:00Z,Final,7,Final,7,FALSE,6,6,4,1,league,2,New York Islanders,/api/v1/teams/2,3,6,2,2,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020168/content
