rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020010,/api/v1/game/2018020010/feed/live,R,20182019,2018-10-04T23:30:00Z,Final,7,Final,7,FALSE,3,1,0,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,2,0,0,1,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020010/content
2,2018020015,/api/v1/game/2018020015/feed/live,R,20182019,2018-10-05T23:00:00Z,Final,7,Final,7,FALSE,3,1,0,1,league,12,Carolina Hurricanes,/api/v1/teams/12,1,1,1,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020015/content
3,2018020038,/api/v1/game/2018020038/feed/live,R,20182019,2018-10-09T23:00:00Z,Final,7,Final,7,FALSE,2,2,1,0,league,21,Colorado Avalanche,/api/v1/teams/21,5,2,1,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020038/content
4,2018020047,/api/v1/game/2018020047/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,5,3,1,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,4,0,1,1,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020047/content
5,2018020063,/api/v1/game/2018020063/feed/live,R,20182019,2018-10-13T23:00:00Z,Final,7,Final,7,FALSE,2,3,2,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,8,2,1,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020063/content
6,2018020092,/api/v1/game/2018020092/feed/live,R,20182019,2018-10-18T23:00:00Z,Final,7,Final,7,FALSE,3,3,4,0,league,4,Philadelphia Flyers,/api/v1/teams/4,6,4,2,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020092/content
7,2018020109,/api/v1/game/2018020109/feed/live,R,20182019,2018-10-20T23:00:00Z,Final,7,Final,7,FALSE,4,4,1,2,league,16,Chicago Blackhawks,/api/v1/teams/16,1,4,3,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020109/content
8,2018020123,/api/v1/game/2018020123/feed/live,R,20182019,2018-10-23T23:00:00Z,Final,7,Final,7,FALSE,4,3,5,0,league,53,Arizona Coyotes,/api/v1/teams/53,1,4,4,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020123/content
9,2018020137,/api/v1/game/2018020137/feed/live,R,20182019,2018-10-26T00:00:00Z,Final,7,Final,7,FALSE,7,5,4,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,4,2,4,3,league,19,St. Louis Blues,/api/v1/teams/19,5076,Enterprise Center,/api/v1/venues/5076,/api/v1/game/2018020137/content
10,2018020154,/api/v1/game/2018020154/feed/live,R,20182019,2018-10-27T23:00:00Z,Final,7,Final,7,FALSE,4,6,4,1,league,7,Buffalo Sabres,/api/v1/teams/7,5,6,4,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020154/content
