rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020016,/api/v1/game/2018020016/feed/live,R,20182019,2018-10-06T02:30:00Z,Final,7,Final,7,FALSE,3,1,1,0,league,28,San Jose Sharks,/api/v1/teams/28,2,0,0,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020016/content
2,2018020031,/api/v1/game/2018020031/feed/live,R,20182019,2018-10-08T02:30:00Z,Final,7,Final,7,FALSE,2,0,1,1,league,17,Detroit Red Wings,/api/v1/teams/17,4,1,0,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020031/content
3,2018020040,/api/v1/game/2018020040/feed/live,R,20182019,2018-10-10T00:00:00Z,Final,7,Final,7,FALSE,1,1,1,1,league,26,Los Angeles Kings,/api/v1/teams/26,2,2,1,0,league,52,Winnipeg Jets,/api/v1/teams/52,5058,Bell MTS Place,/api/v1/venues/5058,/api/v1/game/2018020040/content
4,2018020051,/api/v1/game/2018020051/feed/live,R,20182019,2018-10-11T23:30:00Z,Final,7,Final,7,FALSE,3,2,1,1,league,26,Los Angeles Kings,/api/v1/teams/26,0,1,1,1,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020051/content
5,2018020059,/api/v1/game/2018020059/feed/live,R,20182019,2018-10-13T18:00:00Z,Final,7,Final,7,FALSE,1,2,2,1,league,26,Los Angeles Kings,/api/v1/teams/26,5,2,2,1,league,9,Ottawa Senators,/api/v1/teams/9,5031,Canadian Tire Centre,/api/v1/venues/5031,/api/v1/game/2018020059/content
6,2018020074,/api/v1/game/2018020074/feed/live,R,20182019,2018-10-15T23:30:00Z,Final,7,Final,7,FALSE,1,2,3,1,league,26,Los Angeles Kings,/api/v1/teams/26,4,6,1,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,NA,Scotiabank Arena,/api/v1/venues/null,/api/v1/game/2018020074/content
7,2018020097,/api/v1/game/2018020097/feed/live,R,20182019,2018-10-19T02:30:00Z,Final,7,Final,7,FALSE,7,3,3,0,league,2,New York Islanders,/api/v1/teams/2,2,2,4,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020097/content
8,2018020105,/api/v1/game/2018020105/feed/live,R,20182019,2018-10-20T19:30:00Z,Final,7,Final,7,FALSE,5,4,4,0,league,7,Buffalo Sabres,/api/v1/teams/7,1,2,5,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020105/content
9,2018020128,/api/v1/game/2018020128/feed/live,R,20182019,2018-10-24T00:30:00Z,Final,7,Final,7,FALSE,2,2,6,1,league,26,Los Angeles Kings,/api/v1/teams/26,4,4,4,0,league,25,Dallas Stars,/api/v1/teams/25,5019,American Airlines Center,/api/v1/venues/5019,/api/v1/game/2018020128/content
10,2018020138,/api/v1/game/2018020138/feed/live,R,20182019,2018-10-26T00:00:00Z,Final,7,Final,7,FALSE,1,2,7,1,league,26,Los Angeles Kings,/api/v1/teams/26,4,5,2,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020138/content
