rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020006,/api/v1/game/2018020006/feed/live,R,20182019,2018-10-04T23:30:00Z,Final,7,Final,7,FALSE,3,1,0,0,league,18,Nashville Predators,/api/v1/teams/18,2,0,1,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020006/content
2,2018020017,/api/v1/game/2018020017/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,1,0,2,0,league,3,New York Rangers,/api/v1/teams/3,3,1,1,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020017/content
3,2018020029,/api/v1/game/2018020029/feed/live,R,20182019,2018-10-07T21:00:00Z,Final,7,Final,7,FALSE,5,0,3,0,league,3,New York Rangers,/api/v1/teams/3,8,2,0,1,league,12,Carolina Hurricanes,/api/v1/teams/12,5066,PNC Arena,/api/v1/venues/5066,/api/v1/game/2018020029/content
4,2018020049,/api/v1/game/2018020049/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,2,2,2,1,league,28,San Jose Sharks,/api/v1/teams/28,3,1,3,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020049/content
5,2018020057,/api/v1/game/2018020057/feed/live,R,20182019,2018-10-13T17:00:00Z,Final,7,Final,7,FALSE,2,1,2,0,league,22,Edmonton Oilers,/api/v1/teams/22,1,1,4,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020057/content
6,2018020079,/api/v1/game/2018020079/feed/live,R,20182019,2018-10-16T23:00:00Z,Final,7,Final,7,FALSE,2,3,1,2,league,21,Colorado Avalanche,/api/v1/teams/21,3,2,4,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020079/content
7,2018020087,/api/v1/game/2018020087/feed/live,R,20182019,2018-10-17T23:00:00Z,Final,7,Final,7,FALSE,3,2,4,1,league,3,New York Rangers,/api/v1/teams/3,4,3,2,1,league,15,Washington Capitals,/api/v1/teams/15,5094,Capital One Arena,/api/v1/venues/5094,/api/v1/game/2018020087/content
8,2018020115,/api/v1/game/2018020115/feed/live,R,20182019,2018-10-21T23:00:00Z,Final,7,Final,7,FALSE,4,5,3,0,league,20,Calgary Flames,/api/v1/teams/20,1,2,5,1,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020115/content
9,2018020122,/api/v1/game/2018020122/feed/live,R,20182019,2018-10-23T23:00:00Z,Final,7,Final,7,FALSE,2,1,3,3,league,13,Florida Panthers,/api/v1/teams/13,5,3,5,1,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020122/content
10,2018020139,/api/v1/game/2018020139/feed/live,R,20182019,2018-10-26T00:30:00Z,Final,7,Final,7,FALSE,1,3,6,1,league,3,New York Rangers,/api/v1/teams/3,4,6,2,2,league,16,Chicago Blackhawks,/api/v1/teams/16,5092,United Center,/api/v1/venues/5092,/api/v1/game/2018020139/content
