rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020012,/api/v1/game/2018020012/feed/live,R,20182019,2018-10-05T00:30:00Z,Final,7,Final,7,FALSE,0,0,1,0,league,53,Arizona Coyotes,/api/v1/teams/53,3,1,0,0,league,25,Dallas Stars,/api/v1/teams/25,5019,American Airlines Center,/api/v1/venues/5019,/api/v1/game/2018020012/content
2,2018020027,/api/v1/game/2018020027/feed/live,R,20182019,2018-10-07T01:00:00Z,Final,7,Final,7,FALSE,1,2,0,0,league,24,Anaheim Ducks,/api/v1/teams/24,0,0,2,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020027/content
3,2018020044,/api/v1/game/2018020044/feed/live,R,20182019,2018-10-11T02:00:00Z,Final,7,Final,7,FALSE,3,1,2,0,league,53,Arizona Coyotes,/api/v1/teams/53,2,3,0,1,league,24,Anaheim Ducks,/api/v1/teams/24,5046,Honda Center,/api/v1/venues/5046,/api/v1/game/2018020044/content
4,2018020069,/api/v1/game/2018020069/feed/live,R,20182019,2018-10-14T01:00:00Z,Final,7,Final,7,FALSE,3,3,2,0,league,7,Buffalo Sabres,/api/v1/teams/7,0,1,3,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020069/content
5,2018020083,/api/v1/game/2018020083/feed/live,R,20182019,2018-10-17T00:00:00Z,Final,7,Final,7,FALSE,1,1,4,0,league,53,Arizona Coyotes,/api/v1/teams/53,2,2,2,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020083/content
6,2018020095,/api/v1/game/2018020095/feed/live,R,20182019,2018-10-19T00:30:00Z,Final,7,Final,7,FALSE,4,2,4,0,league,53,Arizona Coyotes,/api/v1/teams/53,1,3,1,2,league,16,Chicago Blackhawks,/api/v1/teams/16,5092,United Center,/api/v1/venues/5092,/api/v1/game/2018020095/content
7,2018020104,/api/v1/game/2018020104/feed/live,R,20182019,2018-10-20T20:00:00Z,Final,7,Final,7,FALSE,3,2,5,0,league,53,Arizona Coyotes,/api/v1/teams/53,5,5,2,1,league,52,Winnipeg Jets,/api/v1/teams/52,5058,Bell MTS Place,/api/v1/venues/5058,/api/v1/game/2018020104/content
8,2018020123,/api/v1/game/2018020123/feed/live,R,20182019,2018-10-23T23:00:00Z,Final,7,Final,7,FALSE,4,3,5,0,league,53,Arizona Coyotes,/api/v1/teams/53,1,4,4,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020123/content
9,2018020143,/api/v1/game/2018020143/feed/live,R,20182019,2018-10-26T02:00:00Z,Final,7,Final,7,FALSE,1,6,5,0,league,23,Vancouver Canucks,/api/v1/teams/23,4,4,5,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020143/content
10,2018020157,/api/v1/game/2018020157/feed/live,R,20182019,2018-10-28T01:00:00Z,Final,7,Final,7,FALSE,1,7,2,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,7,5,5,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020157/content
11,2018020175,/api/v1/game/2018020175/feed/live,R,20182019,2018-10-31T02:00:00Z,Final,7,Final,7,FALSE,1,4,5,2,league,9,Ottawa Senators,/api/v1/teams/9,5,6,5,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020175/content
12,2018020194,/api/v1/game/2018020194/feed/live,R,20182019,2018-11-03T02:00:00Z,Final,7,Final,7,FALSE,3,6,5,2,league,12,Carolina Hurricanes,/api/v1/teams/12,4,7,5,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020194/content
13,2018020214,/api/v1/game/2018020214/feed/live,R,20182019,2018-11-06T02:00:00Z,Final,7,Final,7,FALSE,5,7,7,1,league,4,Philadelphia Flyers,/api/v1/teams/4,2,7,6,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020214/content
14,2018020229,/api/v1/game/2018020229/feed/live,R,20182019,2018-11-09T00:00:00Z,Final,7,Final,7,FALSE,4,7,6,1,league,53,Arizona Coyotes,/api/v1/teams/53,5,8,7,1,league,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2018020229/content
15,2018020249,/api/v1/game/2018020249/feed/live,R,20182019,2018-11-11T00:00:00Z,Final,7,Final,7,FALSE,0,7,7,1,league,53,Arizona Coyotes,/api/v1/teams/53,4,7,5,3,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020249/content
16,2018020255,/api/v1/game/2018020255/feed/live,R,20182019,2018-11-11T22:00:00Z,Final,7,Final,7,FALSE,4,8,7,1,league,53,Arizona Coyotes,/api/v1/teams/53,1,7,6,3,league,15,Washington Capitals,/api/v1/teams/15,5094,Capital One Arena,/api/v1/venues/5094,/api/v1/game/2018020255/content
17,2018020268,/api/v1/game/2018020268/feed/live,R,20182019,2018-11-14T00:30:00Z,Final,7,Final,7,FALSE,1,8,8,1,league,53,Arizona Coyotes,/api/v1/teams/53,6,8,8,2,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020268/content
18,2018020284,/api/v1/game/2018020284/feed/live,R,20182019,2018-11-16T02:00:00Z,Final,7,Final,7,FALSE,1,13,5,1,league,18,Nashville Predators,/api/v1/teams/18,2,9,8,1,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020284/content
19,2018020300,/api/v1/game/2018020300/feed/live,R,20182019,2018-11-18T01:00:00Z,Final,7,Final,7,FALSE,2,11,6,3,league,6,Boston Bruins,/api/v1/teams/6,1,9,9,1,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020300/content
20,2018020328,/api/v1/game/2018020328/feed/live,R,20182019,2018-11-22T02:00:00Z,Final,7,Final,7,FALSE,3,10,12,1,league,54,Vegas Golden Knights,/api/v1/teams/54,2,9,9,2,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020328/content
21,2018020345,/api/v1/game/2018020345/feed/live,R,20182019,2018-11-24T01:00:00Z,Final,7,Final,7,FALSE,5,12,6,4,league,21,Colorado Avalanche,/api/v1/teams/21,1,9,10,2,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020345/content
22,2018020358,/api/v1/game/2018020358/feed/live,R,20182019,2018-11-25T20:00:00Z,Final,7,Final,7,FALSE,6,14,9,1,league,20,Calgary Flames,/api/v1/teams/20,1,9,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020358/content
23,2018020372,/api/v1/game/2018020372/feed/live,R,20182019,2018-11-28T01:00:00Z,Final,7,Final,7,FALSE,4,10,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,3,14,8,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020372/content
24,2018020386,/api/v1/game/2018020386/feed/live,R,20182019,2018-11-30T01:00:00Z,Final,7,Final,7,FALSE,3,11,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,0,17,8,1,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020386/content
25,2018020405,/api/v1/game/2018020405/feed/live,R,20182019,2018-12-02T01:00:00Z,Final,7,Final,7,FALSE,1,9,13,3,league,19,St. Louis Blues,/api/v1/teams/19,6,12,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020405/content
26,2018020425,/api/v1/game/2018020425/feed/live,R,20182019,2018-12-05T03:30:00Z,Final,7,Final,7,FALSE,2,13,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,1,10,17,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020425/content
27,2018020436,/api/v1/game/2018020436/feed/live,R,20182019,2018-12-07T02:00:00Z,Final,7,Final,7,FALSE,4,16,9,3,league,15,Washington Capitals,/api/v1/teams/15,2,13,12,2,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020436/content
