rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020013,/api/v1/game/2018020013/feed/live,R,20182019,2018-10-05T01:00:00Z,Final,7,Final,7,FALSE,1,0,1,0,league,30,Minnesota Wild,/api/v1/teams/30,4,1,0,0,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020013/content
2,2018020026,/api/v1/game/2018020026/feed/live,R,20182019,2018-10-07T01:00:00Z,Final,7,Final,7,FALSE,2,1,1,0,league,4,Philadelphia Flyers,/api/v1/teams/4,5,2,0,0,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020026/content
3,2018020038,/api/v1/game/2018020038/feed/live,R,20182019,2018-10-09T23:00:00Z,Final,7,Final,7,FALSE,2,2,1,0,league,21,Colorado Avalanche,/api/v1/teams/21,5,2,1,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020038/content
4,2018020046,/api/v1/game/2018020046/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,6,3,1,0,league,21,Colorado Avalanche,/api/v1/teams/21,1,2,2,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020046/content
5,2018020070,/api/v1/game/2018020070/feed/live,R,20182019,2018-10-14T02:00:00Z,Final,7,Final,7,FALSE,3,3,2,0,league,20,Calgary Flames,/api/v1/teams/20,2,3,1,1,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020070/content
6,2018020079,/api/v1/game/2018020079/feed/live,R,20182019,2018-10-16T23:00:00Z,Final,7,Final,7,FALSE,2,3,1,2,league,21,Colorado Avalanche,/api/v1/teams/21,3,2,4,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020079/content
7,2018020091,/api/v1/game/2018020091/feed/live,R,20182019,2018-10-18T23:00:00Z,Final,7,Final,7,FALSE,5,4,1,2,league,21,Colorado Avalanche,/api/v1/teams/21,3,4,1,0,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020091/content
8,2018020103,/api/v1/game/2018020103/feed/live,R,20182019,2018-10-20T17:00:00Z,Final,7,Final,7,FALSE,3,5,1,2,league,21,Colorado Avalanche,/api/v1/teams/21,1,4,3,1,league,12,Carolina Hurricanes,/api/v1/teams/12,5066,PNC Arena,/api/v1/venues/5066,/api/v1/game/2018020103/content
9,2018020118,/api/v1/game/2018020118/feed/live,R,20182019,2018-10-22T23:00:00Z,Final,7,Final,7,FALSE,4,6,1,2,league,21,Colorado Avalanche,/api/v1/teams/21,1,4,5,0,league,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2018020118/content
10,2018020132,/api/v1/game/2018020132/feed/live,R,20182019,2018-10-25T01:30:00Z,Final,7,Final,7,FALSE,1,6,1,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,0,6,2,2,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020132/content
11,2018020147,/api/v1/game/2018020147/feed/live,R,20182019,2018-10-27T01:00:00Z,Final,7,Final,7,FALSE,3,4,4,1,league,9,Ottawa Senators,/api/v1/teams/9,6,7,2,2,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020147/content
12,2018020156,/api/v1/game/2018020156/feed/live,R,20182019,2018-10-28T00:00:00Z,Final,7,Final,7,FALSE,2,7,3,2,league,21,Colorado Avalanche,/api/v1/teams/21,3,6,2,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020156/content
13,2018020187,/api/v1/game/2018020187/feed/live,R,20182019,2018-11-02T01:00:00Z,Final,7,Final,7,FALSE,5,7,4,2,league,21,Colorado Avalanche,/api/v1/teams/21,6,8,5,1,league,20,Calgary Flames,/api/v1/teams/20,5075,Scotiabank Saddledome,/api/v1/venues/5075,/api/v1/game/2018020187/content
14,2018020193,/api/v1/game/2018020193/feed/live,R,20182019,2018-11-03T02:00:00Z,Final,7,Final,7,FALSE,6,7,4,3,league,21,Colorado Avalanche,/api/v1/teams/21,7,9,6,0,league,23,Vancouver Canucks,/api/v1/teams/23,5073,Rogers Arena,/api/v1/venues/5073,/api/v1/game/2018020193/content
