rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020005,/api/v1/game/2018020005/feed/live,R,20182019,2018-10-04T23:00:00Z,Final,7,Final,7,FALSE,4,1,1,0,league,6,Boston Bruins,/api/v1/teams/6,0,0,1,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020005/content
2,2018020017,/api/v1/game/2018020017/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,1,0,2,0,league,3,New York Rangers,/api/v1/teams/3,3,1,1,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020017/content
3,2018020034,/api/v1/game/2018020034/feed/live,R,20182019,2018-10-08T19:00:00Z,Final,7,Final,7,FALSE,2,1,2,0,league,54,Vegas Golden Knights,/api/v1/teams/54,4,2,1,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020034/content
4,2018020046,/api/v1/game/2018020046/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,6,3,1,0,league,21,Colorado Avalanche,/api/v1/teams/21,1,2,2,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020046/content
5,2018020069,/api/v1/game/2018020069/feed/live,R,20182019,2018-10-14T01:00:00Z,Final,7,Final,7,FALSE,3,3,2,0,league,7,Buffalo Sabres,/api/v1/teams/7,0,1,3,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020069/content
6,2018020085,/api/v1/game/2018020085/feed/live,R,20182019,2018-10-17T02:00:00Z,Final,7,Final,7,FALSE,1,3,3,0,league,7,Buffalo Sabres,/api/v1/teams/7,4,3,4,0,league,54,Vegas Golden Knights,/api/v1/teams/54,5178,T-Mobile Arena,/api/v1/venues/5178,/api/v1/game/2018020085/content
7,2018020098,/api/v1/game/2018020098/feed/live,R,20182019,2018-10-19T02:30:00Z,Final,7,Final,7,FALSE,1,3,4,0,league,7,Buffalo Sabres,/api/v1/teams/7,5,3,3,1,league,28,San Jose Sharks,/api/v1/teams/28,NA,SAP Center at San Jose,/api/v1/venues/null,/api/v1/game/2018020098/content
8,2018020105,/api/v1/game/2018020105/feed/live,R,20182019,2018-10-20T19:30:00Z,Final,7,Final,7,FALSE,5,4,4,0,league,7,Buffalo Sabres,/api/v1/teams/7,1,2,5,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020105/content
9,2018020117,/api/v1/game/2018020117/feed/live,R,20182019,2018-10-22T00:00:00Z,Final,7,Final,7,FALSE,4,5,4,0,league,7,Buffalo Sabres,/api/v1/teams/7,2,5,3,1,league,24,Anaheim Ducks,/api/v1/teams/24,5046,Honda Center,/api/v1/venues/5046,/api/v1/game/2018020117/content
10,2018020135,/api/v1/game/2018020135/feed/live,R,20182019,2018-10-25T23:00:00Z,Final,7,Final,7,FALSE,3,5,2,2,league,8,Montréal Canadiens,/api/v1/teams/8,4,6,4,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020135/content
11,2018020154,/api/v1/game/2018020154/feed/live,R,20182019,2018-10-27T23:00:00Z,Final,7,Final,7,FALSE,4,6,4,1,league,7,Buffalo Sabres,/api/v1/teams/7,5,6,4,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020154/content
12,2018020167,/api/v1/game/2018020167/feed/live,R,20182019,2018-10-30T23:00:00Z,Final,7,Final,7,FALSE,2,7,5,1,league,20,Calgary Flames,/api/v1/teams/20,1,6,4,2,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020167/content
13,2018020183,/api/v1/game/2018020183/feed/live,R,20182019,2018-11-01T23:30:00Z,Final,7,Final,7,FALSE,2,6,5,2,league,7,Buffalo Sabres,/api/v1/teams/7,4,5,5,2,league,9,Ottawa Senators,/api/v1/teams/9,5031,Canadian Tire Centre,/api/v1/venues/5031,/api/v1/game/2018020183/content
14,2018020195,/api/v1/game/2018020195/feed/live,R,20182019,2018-11-03T18:00:00Z,Final,7,Final,7,FALSE,2,5,6,2,league,9,Ottawa Senators,/api/v1/teams/9,9,7,5,2,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020195/content
15,2018020208,/api/v1/game/2018020208/feed/live,R,20182019,2018-11-05T00:00:00Z,Final,7,Final,7,FALSE,1,7,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,3,6,7,1,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020208/content
16,2018020230,/api/v1/game/2018020230/feed/live,R,20182019,2018-11-09T00:30:00Z,Final,7,Final,7,FALSE,6,8,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,5,8,5,3,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020230/content
17,2018020242,/api/v1/game/2018020242/feed/live,R,20182019,2018-11-10T18:00:00Z,Final,7,Final,7,FALSE,3,10,6,2,league,23,Vancouver Canucks,/api/v1/teams/23,4,9,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020242/content
18,2018020264,/api/v1/game/2018020264/feed/live,R,20182019,2018-11-14T00:30:00Z,Final,7,Final,7,FALSE,1,12,5,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,2,10,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020264/content
19,2018020287,/api/v1/game/2018020287/feed/live,R,20182019,2018-11-17T01:00:00Z,Final,7,Final,7,FALSE,2,11,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,1,11,5,2,league,52,Winnipeg Jets,/api/v1/teams/52,5058,Bell MTS Place,/api/v1/venues/5058,/api/v1/game/2018020287/content
20,2018020294,/api/v1/game/2018020294/feed/live,R,20182019,2018-11-17T23:00:00Z,Final,7,Final,7,FALSE,3,12,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,2,12,6,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020294/content
21,2018020310,/api/v1/game/2018020310/feed/live,R,20182019,2018-11-20T00:00:00Z,Final,7,Final,7,FALSE,5,13,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,4,7,8,4,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020310/content
22,2018020318,/api/v1/game/2018020318/feed/live,R,20182019,2018-11-22T00:30:00Z,Final,7,Final,7,FALSE,2,9,10,2,league,4,Philadelphia Flyers,/api/v1/teams/4,5,14,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020318/content
23,2018020333,/api/v1/game/2018020333/feed/live,R,20182019,2018-11-23T21:00:00Z,Final,7,Final,7,FALSE,2,11,7,5,league,8,Montréal Canadiens,/api/v1/teams/8,3,15,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020333/content
