rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020020,/api/v1/game/2018020020/feed/live,R,20182019,2018-10-06T17:00:00Z,Final,7,Final,7,FALSE,2,0,1,0,league,22,Edmonton Oilers,/api/v1/teams/22,5,1,0,0,league,1,New Jersey Devils,/api/v1/teams/1,5171,Scandinavium,/api/v1/venues/5171,/api/v1/game/2018020020/content
2,2018020045,/api/v1/game/2018020045/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,1,0,2,0,league,22,Edmonton Oilers,/api/v1/teams/22,4,3,1,0,league,6,Boston Bruins,/api/v1/teams/6,5085,TD Garden,/api/v1/venues/5085,/api/v1/game/2018020045/content
3,2018020057,/api/v1/game/2018020057/feed/live,R,20182019,2018-10-13T17:00:00Z,Final,7,Final,7,FALSE,2,1,2,0,league,22,Edmonton Oilers,/api/v1/teams/22,1,1,4,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020057/content
4,2018020084,/api/v1/game/2018020084/feed/live,R,20182019,2018-10-17T00:00:00Z,Final,7,Final,7,FALSE,5,2,2,0,league,22,Edmonton Oilers,/api/v1/teams/22,4,3,2,1,league,52,Winnipeg Jets,/api/v1/teams/52,5058,Bell MTS Place,/api/v1/venues/5058,/api/v1/game/2018020084/content
5,2018020096,/api/v1/game/2018020096/feed/live,R,20182019,2018-10-19T01:00:00Z,Final,7,Final,7,FALSE,2,4,2,1,league,6,Boston Bruins,/api/v1/teams/6,3,3,2,0,league,22,Edmonton Oilers,/api/v1/teams/22,5100,Rogers Place,/api/v1/venues/5100,/api/v1/game/2018020096/content
6,2018020111,/api/v1/game/2018020111/feed/live,R,20182019,2018-10-21T02:00:00Z,Final,7,Final,7,FALSE,3,7,1,0,league,18,Nashville Predators,/api/v1/teams/18,0,3,3,0,league,22,Edmonton Oilers,/api/v1/teams/22,5100,Rogers Place,/api/v1/venues/5100,/api/v1/game/2018020111/content
7,2018020129,/api/v1/game/2018020129/feed/live,R,20182019,2018-10-24T01:00:00Z,Final,7,Final,7,FALSE,6,4,1,2,league,5,Pittsburgh Penguins,/api/v1/teams/5,5,3,3,1,league,22,Edmonton Oilers,/api/v1/teams/22,5100,Rogers Place,/api/v1/venues/5100,/api/v1/game/2018020129/content
8,2018020142,/api/v1/game/2018020142/feed/live,R,20182019,2018-10-26T01:00:00Z,Final,7,Final,7,FALSE,1,4,3,2,league,15,Washington Capitals,/api/v1/teams/15,4,4,3,1,league,22,Edmonton Oilers,/api/v1/teams/22,5100,Rogers Place,/api/v1/venues/5100,/api/v1/game/2018020142/content
9,2018020150,/api/v1/game/2018020150/feed/live,R,20182019,2018-10-27T19:00:00Z,Final,7,Final,7,FALSE,5,5,3,1,league,22,Edmonton Oilers,/api/v1/teams/22,3,8,3,0,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020150/content
10,2018020162,/api/v1/game/2018020162/feed/live,R,20182019,2018-10-28T22:00:00Z,Final,7,Final,7,FALSE,2,6,3,1,league,22,Edmonton Oilers,/api/v1/teams/22,1,6,3,3,league,16,Chicago Blackhawks,/api/v1/teams/16,5092,United Center,/api/v1/venues/5092,/api/v1/game/2018020162/content
