rowid,gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
1,2018020013,/api/v1/game/2018020013/feed/live,R,20182019,2018-10-05T01:00:00Z,Final,7,Final,7,FALSE,1,0,1,0,league,30,Minnesota Wild,/api/v1/teams/30,4,1,0,0,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020013/content
2,2018020025,/api/v1/game/2018020025/feed/live,R,20182019,2018-10-07T00:00:00Z,Final,7,Final,7,FALSE,2,1,1,0,league,54,Vegas Golden Knights,/api/v1/teams/54,1,0,1,1,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020025/content
3,2018020056,/api/v1/game/2018020056/feed/live,R,20182019,2018-10-12T00:00:00Z,Final,7,Final,7,FALSE,3,2,0,2,league,16,Chicago Blackhawks,/api/v1/teams/16,4,1,1,1,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020056/content
4,2018020060,/api/v1/game/2018020060/feed/live,R,20182019,2018-10-13T22:00:00Z,Final,7,Final,7,FALSE,5,4,0,1,league,12,Carolina Hurricanes,/api/v1/teams/12,4,1,1,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020060/content
5,2018020077,/api/v1/game/2018020077/feed/live,R,20182019,2018-10-16T00:00:00Z,Final,7,Final,7,FALSE,2,1,2,2,league,30,Minnesota Wild,/api/v1/teams/30,4,5,1,0,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020077/content
6,2018020083,/api/v1/game/2018020083/feed/live,R,20182019,2018-10-17T00:00:00Z,Final,7,Final,7,FALSE,1,1,4,0,league,53,Arizona Coyotes,/api/v1/teams/53,2,2,2,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020083/content
7,2018020100,/api/v1/game/2018020100/feed/live,R,20182019,2018-10-20T00:00:00Z,Final,7,Final,7,FALSE,3,3,2,2,league,30,Minnesota Wild,/api/v1/teams/30,1,3,4,0,league,25,Dallas Stars,/api/v1/teams/25,5019,American Airlines Center,/api/v1/venues/5019,/api/v1/game/2018020100/content
8,2018020110,/api/v1/game/2018020110/feed/live,R,20182019,2018-10-21T00:00:00Z,Final,7,Final,7,FALSE,4,4,1,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,5,4,2,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020110/content
9,2018020138,/api/v1/game/2018020138/feed/live,R,20182019,2018-10-26T00:00:00Z,Final,7,Final,7,FALSE,1,2,7,1,league,26,Los Angeles Kings,/api/v1/teams/26,4,5,2,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020138/content
10,2018020156,/api/v1/game/2018020156/feed/live,R,20182019,2018-10-28T00:00:00Z,Final,7,Final,7,FALSE,2,7,3,2,league,21,Colorado Avalanche,/api/v1/teams/21,3,6,2,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020156/content
