rowid,gamePk,gameDate,teams.away.team.id,teams.home.team.id
63,2018020936,2019-02-22T01:00:00Z,26,18
64,2018020951,2019-02-23T22:30:00Z,21,18
65,2018020965,2019-02-26T01:00:00Z,22,18
66,2018020975,2019-02-27T01:00:00Z,18,19
67,2018020996,2019-03-02T01:00:00Z,18,52
68,2018021015,2019-03-04T00:30:00Z,18,30
69,2018021024,2019-03-06T01:00:00Z,30,18
70,2018021056,2019-03-10T01:00:00Z,12,18
71,2018021079,2019-03-13T02:00:00Z,18,24
72,2018021091,2019-03-15T02:30:00Z,18,26
73,2018021110,2019-03-17T02:30:00Z,18,28
74,2018021128,2019-03-20T00:00:00Z,10,18
75,2018021141,2019-03-22T00:00:00Z,5,18
76,2018021158,2019-03-23T23:00:00Z,18,52
77,2018021174,2019-03-26T00:00:00Z,18,30
78,2018021198,2019-03-29T23:00:00Z,18,5
79,2018021210,2019-03-31T00:00:00Z,29,18
80,2018021229,2019-04-02T23:00:00Z,18,7
81,2018021249,2019-04-05T00:00:00Z,23,18
82,2018021266,2019-04-07T00:00:00Z,16,18
1,2018020011,2018-10-05T00:00:00Z,52,19
2,2018020024,2018-10-07T00:00:00Z,16,19
3,2018020054,2018-10-12T00:00:00Z,20,19
4,2018020068,2018-10-14T00:30:00Z,19,16
5,2018020072,2018-10-14T23:00:00Z,24,19
6,2018020086,2018-10-17T23:00:00Z,19,8
7,2018020106,2018-10-20T23:00:00Z,19,10
8,2018020120,2018-10-23T00:00:00Z,19,52
9,2018020137,2018-10-26T00:00:00Z,29,19
10,2018020155,2018-10-28T00:00:00Z,16,19
11,2018020186,2018-11-02T00:00:00Z,54,19
12,2018020201,2018-11-04T00:00:00Z,30,19
13,2018020221,2018-11-07T01:00:00Z,12,19
14,2018020239,2018-11-10T01:00:00Z,28,19
15,2018020253,2018-11-11T20:00:00Z,30,19
16,2018020273,2018-11-15T01:00:00Z,19,16
17,2018020290,2018-11-17T03:00:00Z,19,54
18,2018020302,2018-11-18T03:30:00Z,19,28
19,2018020313,2018-11-20T01:00:00Z,26,19
20,2018020326,2018-11-22T01:00:00Z,19,18
21,2018020343,2018-11-24T01:00:00Z,18,19
22,2018020354,2018-11-25T00:00:00Z,52,19
23,2018020377,2018-11-29T00:00:00Z,19,17
24,2018020393,2018-12-01T02:00:00Z,19,21
25,2018020405,2018-12-02T01:00:00Z,19,53
26,2018020426,2018-12-06T01:00:00Z,22,19
27,2018020441,2018-12-08T01:00:00Z,19,52
28,2018020454,2018-12-09T20:00:00Z,23,19
29,2018020470,2018-12-12T01:00:00Z,13,19
30,2018020492,2018-12-15T01:00:00Z,21,19
31,2018020507,2018-12-16T20:00:00Z,20,19
32,2018020524,2018-12-19T02:00:00Z,19,22
33,2018020539,2018-12-21T03:00:00Z,19,23
34,2018020548,2018-12-22T21:00:00Z,19,20
35,2018020572,2018-12-28T01:00:00Z,7,19
36,2018020592,2018-12-30T01:00:00Z,5,19
37,2018020605,2019-01-01T00:00:00Z,3,19
38,2018020627,2019-01-04T01:00:00Z,15,19
39,2018020642,2019-01-06T01:00:00Z,2,19
40,2018020653,2019-01-08T00:00:00Z,19,4
41,2018020664,2019-01-09T01:00:00Z,25,19
42,2018020677,2019-01-11T01:00:00Z,8,19
43,2018020695,2019-01-13T02:00:00Z,19,25
44,2018020709,2019-01-15T00:00:00Z,19,15
45,2018020711,2019-01-16T00:00:00Z,19,2
46,2018020726,2019-01-18T00:00:00Z,19,6
47,2018020745,2019-01-20T00:00:00Z,9,19
48,2018020759,2019-01-21T21:00:00Z,19,26
49,2018020769,2019-01-24T03:00:00Z,19,24
50,2018020796,2019-02-03T00:00:00Z,19,29
51,2018020811,2019-02-06T00:00:00Z,19,13
52,2018020831,2019-02-08T00:30:00Z,19,14
53,2018020844,2019-02-09T19:00:00Z,18,19
54,2018020852,2019-02-10T17:30:00Z,19,18
55,2018020869,2019-02-13T01:00:00Z,1,19
56,2018020884,2019-02-15T02:00:00Z,19,53
57,2018020894,2019-02-16T20:00:00Z,19,21
58,2018020905,2019-02-17T20:00:00Z,19,30
59,2018020921,2019-02-20T01:00:00Z,10,19
60,2018020937,2019-02-22T01:30:00Z,19,25
61,2018020947,2019-02-23T21:00:00Z,6,19
62,2018020960,2019-02-25T00:00:00Z,19,30
63,2018020975,2019-02-27T01:00:00Z,18,19
64,2018020995,2019-03-02T00:30:00Z,19,12
65,2018021006,2019-03-03T01:00:00Z,25,19
66,2018021031,2019-03-07T03:00:00Z,19,24
67,2018021042,2019-03-08T03:30:00Z,19,26
68,2018021049,2019-03-09T21:00:00Z,19,28
69,2018021076,2019-03-13T00:00:00Z,53,19
70,2018021086,2019-03-14T23:30:00Z,19,9
71,2018021099,2019-03-16T17:00:00Z,19,5
72,2018021112,2019-03-17T21:00:00Z,19,7
73,2018021127,2019-03-20T00:00:00Z,22,19
74,2018021140,2019-03-22T00:00:00Z,17,19
75,2018021159,2019-03-24T00:00:00Z,14,19
76,2018021173,2019-03-26T00:00:00Z,54,19
77,2018021197,2019-03-29T23:00:00Z,19,3
78,2018021207,2019-03-30T23:00:00Z,19,1
79,2018021225,2019-04-02T00:00:00Z,21,19
80,2018021240,2019-04-04T00:00:00Z,19,16
81,2018021248,2019-04-05T00:00:00Z,4,19
82,2018021258,2019-04-06T20:00:00Z,23,19
1,2018020008,2018-10-04T23:00:00Z,2,12
2,2018020021,2018-10-06T23:00:00Z,18,2
3,2018020033,2018-10-08T17:00:00Z,28,2
4,2018020066,2018-10-14T00:00:00Z,2,18
5,2018020089,2018-10-18T02:00:00Z,2,24
6,2018020097,2018-10-19T02:30:00Z,2,26
7,2018020114,2018-10-21T02:30:00Z,2,28
8,2018020130,2018-10-24T23:00:00Z,13,2
9,2018020149,2018-10-27T17:00:00Z,2,4
10,2018020161,2018-10-28T21:00:00Z,2,12
11,2018020168,2018-10-30T23:00:00Z,2,5
12,2018020181,2018-11-01T23:00:00Z,5,2
13,2018020198,2018-11-03T23:00:00Z,1,2
14,2018020211,2018-11-06T00:00:00Z,8,2
15,2018020232,2018-11-09T00:30:00Z,2,14
16,2018020248,2018-11-11T00:00:00Z,2,13
17,2018020266,2018-11-14T00:00:00Z,23,2
18,2018020277,2018-11-16T00:00:00Z,3,2
19,2018020303,2018-11-18T18:00:00Z,25,2
20,2018020320,2018-11-22T00:00:00Z,2,3
21,2018020334,2018-11-23T21:00:00Z,2,1
22,2018020352,2018-11-25T00:00:00Z,12,2
23,2018020364,2018-11-27T00:00:00Z,15,2
24,2018020382,2018-11-30T00:00:00Z,2,6
25,2018020401,2018-12-02T00:00:00Z,29,2
26,2018020418,2018-12-05T00:00:00Z,52,2
27,2018020432,2018-12-07T00:00:00Z,2,5
28,2018020448,2018-12-09T00:00:00Z,2,17
29,2018020461,2018-12-11T00:00:00Z,5,2
30,2018020475,2018-12-13T00:00:00Z,54,2
31,2018020498,2018-12-16T00:00:00Z,17,2
32,2018020516,2018-12-18T02:00:00Z,2,21
33,2018020525,2018-12-19T02:00:00Z,2,53
34,2018020540,2018-12-21T03:00:00Z,2,54
35,2018020564,2018-12-24T01:00:00Z,2,25
36,2018020581,2018-12-29T00:00:00Z,9,2
37,2018020588,2018-12-30T00:00:00Z,2,10
38,2018020601,2018-12-31T23:00:00Z,2,7
39,2018020624,2019-01-04T00:30:00Z,16,2
40,2018020642,2019-01-06T01:00:00Z,2,19
41,2018020659,2019-01-09T00:00:00Z,12,2
42,2018020673,2019-01-11T00:00:00Z,2,3
43,2018020688,2019-01-12T18:00:00Z,3,2
44,2018020702,2019-01-14T00:00:00Z,14,2
45,2018020711,2019-01-16T00:00:00Z,19,2
46,2018020727,2019-01-18T00:00:00Z,1,2
47,2018020735,2019-01-19T00:30:00Z,2,15
48,2018020752,2019-01-20T20:00:00Z,24,2
49,2018020762,2019-01-23T01:30:00Z,2,16
50,2018020783,2019-02-02T00:00:00Z,14,2
51,2018020794,2019-02-03T00:00:00Z,26,2
52,2018020809,2019-02-06T00:00:00Z,2,6
53,2018020825,2019-02-08T00:00:00Z,2,1
54,2018020841,2019-02-09T18:00:00Z,21,2
55,2018020856,2019-02-10T20:00:00Z,30,2
56,2018020864,2019-02-13T00:00:00Z,2,7
57,2018020878,2019-02-15T00:00:00Z,2,29
58,2018020896,2019-02-17T00:00:00Z,22,2
59,2018020927,2019-02-21T02:30:00Z,2,20
60,2018020938,2019-02-22T02:00:00Z,2,22
61,2018020955,2019-02-24T03:00:00Z,2,23
62,2018020969,2019-02-27T00:00:00Z,20,2
63,2018020985,2019-03-01T00:00:00Z,10,2
64,2018020993,2019-03-02T00:00:00Z,15,2
65,2018021010,2019-03-03T20:00:00Z,4,2
66,2018021021,2019-03-06T00:00:00Z,9,2
67,2018021035,2019-03-08T00:30:00Z,2,9
68,2018021052,2019-03-10T00:00:00Z,4,2
69,2018021066,2019-03-11T23:00:00Z,29,2
70,2018021084,2019-03-14T23:00:00Z,8,2
71,2018021100,2019-03-16T17:00:00Z,2,17
72,2018021113,2019-03-17T22:00:00Z,2,30
73,2018021123,2019-03-19T23:00:00Z,6,2
74,2018021139,2019-03-21T23:30:00Z,2,8
75,2018021151,2019-03-23T17:00:00Z,2,4
76,2018021165,2019-03-24T19:00:00Z,53,2
77,2018021179,2019-03-26T23:00:00Z,2,29
78,2018021193,2019-03-29T00:00:00Z,2,52
79,2018021208,2019-03-30T23:00:00Z,7,2
80,2018021223,2019-04-01T23:00:00Z,10,2
81,2018021244,2019-04-04T23:00:00Z,2,13
82,2018021265,2019-04-06T23:00:00Z,2,15
1,2018020003,2018-10-04T02:00:00Z,20,23
2,2018020028,2018-10-07T02:00:00Z,23,20
3,2018020039,2018-10-10T00:00:00Z,20,18
4,2018020054,2018-10-12T00:00:00Z,20,19
5,2018020070,2018-10-14T02:00:00Z,20,21
6,2018020088,2018-10-18T01:30:00Z,6,20
7,2018020101,2018-10-20T01:00:00Z,18,20
8,2018020115,2018-10-21T23:00:00Z,20,3
9,2018020124,2018-10-23T23:30:00Z,20,8
10,2018020141,2018-10-26T01:00:00Z,5,20
11,2018020151,2018-10-27T20:00:00Z,15,20
12,2018020165,2018-10-29T23:00:00Z,20,10
13,2018020167,2018-10-30T23:00:00Z,20,7
14,2018020187,2018-11-02T01:00:00Z,21,20
15,2018020203,2018-11-04T02:00:00Z,16,20
16,2018020226,2018-11-08T03:30:00Z,20,24
17,2018020252,2018-11-11T03:00:00Z,20,26
18,2018020258,2018-11-12T02:00:00Z,20,28
19,2018020283,2018-11-16T02:00:00Z,8,20
20,2018020301,2018-11-18T03:00:00Z,22,20
21,2018020315,2018-11-20T02:00:00Z,54,20
22,2018020329,2018-11-22T03:00:00Z,52,20
23,2018020338,2018-11-23T23:00:00Z,20,54
24,2018020358,2018-11-25T20:00:00Z,20,53
25,2018020380,2018-11-29T02:00:00Z,25,20
26,2018020394,2018-12-01T02:00:00Z,26,20
27,2018020411,2018-12-03T00:00:00Z,20,16
28,2018020420,2018-12-05T00:00:00Z,20,29
29,2018020435,2018-12-07T02:00:00Z,30,20
30,2018020453,2018-12-09T03:00:00Z,18,20
31,2018020459,2018-12-10T02:00:00Z,20,22
32,2018020477,2018-12-13T01:30:00Z,4,20
33,2018020495,2018-12-15T18:30:00Z,20,30
34,2018020507,2018-12-16T20:00:00Z,20,19
35,2018020523,2018-12-19T01:30:00Z,20,25
36,2018020537,2018-12-21T02:00:00Z,14,20
37,2018020548,2018-12-22T21:00:00Z,19,20
38,2018020574,2018-12-28T01:00:00Z,20,52
39,2018020596,2018-12-30T03:00:00Z,23,20
40,2018020609,2019-01-01T02:00:00Z,28,20
41,2018020616,2019-01-03T00:00:00Z,20,17
42,2018020622,2019-01-04T00:00:00Z,20,6
43,2018020636,2019-01-05T18:00:00Z,20,4
44,2018020655,2019-01-08T01:30:00Z,20,16
45,2018020669,2019-01-10T02:30:00Z,21,20
46,2018020685,2019-01-12T02:00:00Z,13,20
47,2018020704,2019-01-14T02:30:00Z,53,20
48,2018020723,2019-01-17T02:30:00Z,7,20
49,2018020737,2019-01-19T02:00:00Z,17,20
50,2018020749,2019-01-20T03:00:00Z,20,22
51,2018020763,2019-01-23T02:00:00Z,12,20
52,2018020785,2019-02-02T00:00:00Z,20,15
53,2018020804,2019-02-03T19:00:00Z,20,12
54,2018020835,2019-02-08T02:00:00Z,28,20
55,2018020850,2019-02-10T03:00:00Z,20,23
56,2018020868,2019-02-13T00:30:00Z,20,14
57,2018020877,2019-02-15T00:00:00Z,20,13
58,2018020893,2019-02-16T18:00:00Z,20,5
59,2018020910,2019-02-18T21:00:00Z,53,20
60,2018020927,2019-02-21T02:30:00Z,2,20
61,2018020943,2019-02-23T02:00:00Z,24,20
62,2018020959,2019-02-25T00:00:00Z,20,9
63,2018020969,2019-02-27T00:00:00Z,20,2
64,2018020980,2019-02-28T00:00:00Z,20,1
65,2018021008,2019-03-03T03:00:00Z,30,20
66,2018021018,2019-03-05T02:00:00Z,10,20
67,2018021032,2019-03-07T03:30:00Z,20,54
68,2018021041,2019-03-08T02:00:00Z,20,53
69,2018021063,2019-03-11T01:30:00Z,54,20
70,2018021078,2019-03-13T01:00:00Z,1,20
71,2018021097,2019-03-16T01:00:00Z,3,20
72,2018021107,2019-03-16T23:00:00Z,20,52
73,2018021131,2019-03-20T01:00:00Z,29,20
74,2018021144,2019-03-22T01:00:00Z,9,20
75,2018021161,2019-03-24T02:00:00Z,20,23
76,2018021176,2019-03-26T01:00:00Z,26,20
77,2018021187,2019-03-28T01:30:00Z,25,20
78,2018021201,2019-03-30T01:00:00Z,24,20
79,2018021220,2019-04-01T00:00:00Z,20,28
80,2018021228,2019-04-02T02:00:00Z,20,26
81,2018021241,2019-04-04T02:30:00Z,20,24
82,2018021268,2019-04-07T02:00:00Z,22,20
1,2018020013,2018-10-05T01:00:00Z,30,21
2,2018020026,2018-10-07T01:00:00Z,4,21
3,2018020038,2018-10-09T23:00:00Z,21,29
4,2018020046,2018-10-11T23:00:00Z,21,7
5,2018020070,2018-10-14T02:00:00Z,20,21
6,2018020079,2018-10-16T23:00:00Z,21,3
7,2018020091,2018-10-18T23:00:00Z,21,1
8,2018020103,2018-10-20T17:00:00Z,21,12
9,2018020118,2018-10-22T23:00:00Z,21,4
10,2018020132,2018-10-25T01:30:00Z,14,21
11,2018020147,2018-10-27T01:00:00Z,9,21
12,2018020156,2018-10-28T00:00:00Z,21,30
13,2018020187,2018-11-02T01:00:00Z,21,20
14,2018020193,2018-11-03T02:00:00Z,21,23
15,2018020225,2018-11-08T03:00:00Z,18,21
16,2018020240,2018-11-10T01:00:00Z,21,52
17,2018020259,2018-11-12T02:30:00Z,21,22
18,2018020275,2018-11-15T03:00:00Z,6,21
19,2018020289,2018-11-17T02:00:00Z,15,21
20,2018020307,2018-11-19T01:00:00Z,21,24
21,2018020331,2018-11-22T03:30:00Z,21,26
22,2018020345,2018-11-24T01:00:00Z,21,53
23,2018020355,2018-11-25T02:00:00Z,25,21
24,2018020371,2018-11-28T01:00:00Z,21,18
25,2018020381,2018-11-29T02:30:00Z,5,21
26,2018020393,2018-12-01T02:00:00Z,19,21
27,2018020410,2018-12-03T00:00:00Z,21,17
28,2018020419,2018-12-05T00:00:00Z,21,5
29,2018020430,2018-12-07T00:00:00Z,21,13
30,2018020449,2018-12-09T00:00:00Z,21,14
31,2018020474,2018-12-12T02:00:00Z,22,21
32,2018020492,2018-12-15T01:00:00Z,21,19
33,2018020503,2018-12-16T02:00:00Z,25,21
34,2018020516,2018-12-18T02:00:00Z,2,21
35,2018020529,2018-12-20T01:30:00Z,8,21
36,2018020544,2018-12-22T02:00:00Z,16,21
37,2018020555,2018-12-23T00:00:00Z,21,53
38,2018020577,2018-12-28T03:00:00Z,21,54
39,2018020595,2018-12-30T02:00:00Z,16,21
40,2018020607,2019-01-01T01:00:00Z,26,21
41,2018020619,2019-01-03T02:30:00Z,28,21
42,2018020633,2019-01-05T02:00:00Z,3,21
43,2018020665,2019-01-09T01:00:00Z,21,52
44,2018020669,2019-01-10T02:30:00Z,21,20
45,2018020691,2019-01-13T00:00:00Z,21,8
46,2018020706,2019-01-15T00:00:00Z,21,10
47,2018020721,2019-01-17T00:00:00Z,21,9
48,2018020741,2019-01-19T20:00:00Z,26,21
49,2018020756,2019-01-21T20:00:00Z,18,21
50,2018020767,2019-01-24T02:30:00Z,30,21
51,2018020800,2019-02-03T03:00:00Z,23,21
52,2018020819,2019-02-06T02:00:00Z,29,21
53,2018020827,2019-02-08T00:00:00Z,21,15
54,2018020841,2019-02-09T18:00:00Z,21,2
55,2018020853,2019-02-10T20:00:00Z,21,6
56,2018020873,2019-02-13T02:00:00Z,10,21
57,2018020882,2019-02-15T01:00:00Z,21,52
58,2018020894,2019-02-16T20:00:00Z,19,21
59,2018020913,2019-02-19T02:00:00Z,54,21
60,2018020926,2019-02-21T01:30:00Z,52,21
61,2018020942,2019-02-23T00:30:00Z,21,16
62,2018020951,2019-02-23T22:30:00Z,21,18
63,2018020966,2019-02-26T02:00:00Z,13,21
64,2018020982,2019-02-28T02:30:00Z,23,21
65,2018020998,2019-03-02T03:30:00Z,21,28
66,2018021012,2019-03-03T21:00:00Z,21,24
67,2018021026,2019-03-06T02:00:00Z,17,21
68,2018021039,2019-03-08T01:30:00Z,21,25
69,2018021048,2019-03-09T20:00:00Z,7,21
70,2018021070,2019-03-12T01:00:00Z,12,21
71,2018021096,2019-03-16T01:00:00Z,24,21
72,2018021111,2019-03-17T19:00:00Z,1,21
73,2018021129,2019-03-20T00:00:00Z,21,30
74,2018021143,2019-03-22T00:30:00Z,21,25
75,2018021152,2019-03-23T19:00:00Z,16,21
76,2018021167,2019-03-25T00:00:00Z,21,16
77,2018021188,2019-03-28T02:00:00Z,54,21
78,2018021200,2019-03-30T01:00:00Z,53,21
79,2018021225,2019-04-02T00:00:00Z,21,19
80,2018021236,2019-04-03T01:00:00Z,22,21
81,2018021251,2019-04-05T01:00:00Z,52,21
82,2018021271,2019-04-07T02:30:00Z,21,28
1,2018020020,2018-10-06T17:00:00Z,22,1
2,2018020045,2018-10-11T23:00:00Z,22,6
3,2018020057,2018-10-13T17:00:00Z,22,3
4,2018020084,2018-10-17T00:00:00Z,22,52
5,2018020096,2018-10-19T01:00:00Z,6,22
6,2018020111,2018-10-21T02:00:00Z,18,22
7,2018020129,2018-10-24T01:00:00Z,5,22
8,2018020142,2018-10-26T01:00:00Z,15,22
9,2018020150,2018-10-27T19:00:00Z,22,18
10,2018020162,2018-10-28T22:00:00Z,22,16
11,2018020174,2018-10-31T01:00:00Z,30,22
12,2018020188,2018-11-02T01:00:00Z,16,22
13,2018020197,2018-11-03T23:00:00Z,22,17
14,2018020213,2018-11-06T00:00:00Z,22,15
15,2018020220,2018-11-07T00:30:00Z,22,14
16,2018020228,2018-11-09T00:00:00Z,22,13
17,2018020259,2018-11-12T02:30:00Z,21,22
18,2018020270,2018-11-14T02:00:00Z,8,22
19,2018020301,2018-11-18T03:00:00Z,22,20
20,2018020306,2018-11-19T01:00:00Z,54,22
21,2018020317,2018-11-21T03:30:00Z,22,28
22,2018020337,2018-11-23T21:00:00Z,22,24
23,2018020361,2018-11-26T03:30:00Z,22,26
24,2018020375,2018-11-28T02:00:00Z,25,22
25,2018020388,2018-11-30T02:00:00Z,26,22
26,2018020406,2018-12-02T03:00:00Z,54,22
27,2018020415,2018-12-04T01:30:00Z,22,25
28,2018020426,2018-12-06T01:00:00Z,22,19
29,2018020442,2018-12-08T02:00:00Z,30,22
30,2018020459,2018-12-10T02:00:00Z,20,22
31,2018020474,2018-12-12T02:00:00Z,22,21
32,2018020485,2018-12-14T01:00:00Z,22,52
33,2018020494,2018-12-15T02:00:00Z,4,22
34,2018020511,2018-12-17T03:00:00Z,22,23
35,2018020524,2018-12-19T02:00:00Z,19,22
36,2018020557,2018-12-23T03:00:00Z,14,22
37,2018020576,2018-12-28T02:00:00Z,23,22
38,2018020585,2018-12-29T21:00:00Z,28,22
39,2018020610,2019-01-01T02:00:00Z,52,22
40,2018020620,2019-01-03T02:30:00Z,22,53
41,2018020643,2019-01-06T03:00:00Z,22,26
42,2018020651,2019-01-07T01:00:00Z,22,24
43,2018020667,2019-01-09T03:30:00Z,22,28
44,2018020679,2019-01-11T02:00:00Z,13,22
45,2018020696,2019-01-13T03:00:00Z,53,22
46,2018020710,2019-01-15T02:00:00Z,7,22
47,2018020724,2019-01-17T03:00:00Z,22,23
48,2018020749,2019-01-20T03:00:00Z,20,22
49,2018020755,2019-01-21T02:30:00Z,12,22
50,2018020764,2019-01-23T02:00:00Z,17,22
51,2018020789,2019-02-02T18:00:00Z,22,4
52,2018020803,2019-02-03T19:00:00Z,22,8
53,2018020820,2019-02-06T02:00:00Z,16,22
54,2018020833,2019-02-08T01:00:00Z,22,30
55,2018020849,2019-02-10T00:00:00Z,28,22
56,2018020875,2019-02-14T01:00:00Z,22,5
57,2018020889,2019-02-16T00:30:00Z,22,12
58,2018020896,2019-02-17T00:00:00Z,22,2
59,2018020924,2019-02-20T02:00:00Z,53,22
60,2018020938,2019-02-22T02:00:00Z,2,22
61,2018020954,2019-02-24T03:00:00Z,24,22
62,2018020965,2019-02-26T01:00:00Z,22,18
63,2018020979,2019-02-28T00:00:00Z,22,10
64,2018020987,2019-03-01T00:30:00Z,22,9
65,2018020999,2019-03-02T18:00:00Z,22,29
66,2018021017,2019-03-05T00:00:00Z,22,7
67,2018021040,2019-03-08T02:00:00Z,23,22
68,2018021055,2019-03-10T00:00:00Z,10,22
69,2018021071,2019-03-12T01:00:00Z,3,22
70,2018021081,2019-03-14T01:30:00Z,1,22
71,2018021109,2019-03-17T02:00:00Z,22,53
72,2018021117,2019-03-18T02:00:00Z,22,54
73,2018021127,2019-03-20T00:00:00Z,22,19
74,2018021145,2019-03-22T01:00:00Z,29,22
75,2018021153,2019-03-23T20:00:00Z,9,22
76,2018021182,2019-03-27T01:00:00Z,26,22
77,2018021194,2019-03-29T01:00:00Z,25,22
78,2018021212,2019-03-31T02:00:00Z,24,22
79,2018021227,2019-04-02T02:00:00Z,22,54
80,2018021236,2019-04-03T01:00:00Z,22,21
81,2018021252,2019-04-05T01:00:00Z,28,22
82,2018021268,2019-04-07T02:00:00Z,22,20
1,2018020003,2018-10-04T02:00:00Z,20,23
2,2018020028,2018-10-07T02:00:00Z,23,20
3,2018020037,2018-10-09T23:00:00Z,23,12
4,2018020053,2018-10-11T23:30:00Z,23,14
5,2018020064,2018-10-13T23:00:00Z,23,13
6,2018020081,2018-10-16T23:00:00Z,23,5
7,2018020094,2018-10-19T00:00:00Z,23,52
8,2018020112,2018-10-21T02:00:00Z,6,23
9,2018020121,2018-10-23T02:00:00Z,15,23
10,2018020133,2018-10-25T02:00:00Z,23,54
11,2018020143,2018-10-26T02:00:00Z,23,53
12,2018020158,2018-10-28T02:00:00Z,5,23
13,2018020166,2018-10-30T02:00:00Z,30,23
14,2018020178,2018-11-01T02:00:00Z,16,23
15,2018020193,2018-11-03T02:00:00Z,21,23
16,2018020219,2018-11-07T00:30:00Z,23,17
17,2018020227,2018-11-09T00:00:00Z,23,6
18,2018020242,2018-11-10T18:00:00Z,23,7
19,2018020260,2018-11-13T00:00:00Z,23,3
20,2018020266,2018-11-14T00:00:00Z,23,2
21,2018020282,2018-11-16T01:00:00Z,23,30
22,2018020298,2018-11-18T00:00:00Z,8,23
23,2018020316,2018-11-20T03:00:00Z,52,23
24,2018020330,2018-11-22T03:00:00Z,23,24
25,2018020346,2018-11-24T02:00:00Z,23,28
26,2018020357,2018-11-25T03:00:00Z,23,26
27,2018020376,2018-11-28T03:00:00Z,26,23
28,2018020389,2018-11-30T03:00:00Z,54,23
29,2018020396,2018-12-01T21:00:00Z,25,23
30,2018020423,2018-12-05T03:00:00Z,30,23
31,2018020437,2018-12-07T03:00:00Z,18,23
32,2018020454,2018-12-09T20:00:00Z,23,19
33,2018020469,2018-12-12T00:00:00Z,23,29
34,2018020483,2018-12-14T01:00:00Z,23,18
35,2018020504,2018-12-16T03:00:00Z,4,23
36,2018020511,2018-12-17T03:00:00Z,22,23
37,2018020526,2018-12-19T03:00:00Z,14,23
38,2018020539,2018-12-21T03:00:00Z,19,23
39,2018020558,2018-12-23T03:00:00Z,52,23
40,2018020576,2018-12-28T02:00:00Z,23,22
41,2018020596,2018-12-30T03:00:00Z,23,20
42,2018020600,2018-12-31T18:00:00Z,23,1
43,2018020615,2019-01-03T00:00:00Z,23,9
44,2018020626,2019-01-04T00:30:00Z,23,8
45,2018020639,2019-01-06T00:00:00Z,23,10
46,2018020680,2019-01-11T03:00:00Z,53,23
47,2018020703,2019-01-14T00:00:00Z,13,23
48,2018020724,2019-01-17T03:00:00Z,22,23
49,2018020739,2019-01-19T03:00:00Z,7,23
50,2018020753,2019-01-20T21:00:00Z,17,23
51,2018020770,2019-01-24T03:30:00Z,12,23
52,2018020800,2019-02-03T03:00:00Z,23,21
53,2018020807,2019-02-05T00:00:00Z,23,4
54,2018020814,2019-02-06T00:00:00Z,23,15
55,2018020834,2019-02-08T01:30:00Z,23,16
56,2018020850,2019-02-10T03:00:00Z,20,23
57,2018020862,2019-02-12T03:00:00Z,28,23
58,2018020876,2019-02-14T03:30:00Z,23,24
59,2018020886,2019-02-15T03:30:00Z,23,26
60,2018020902,2019-02-17T03:00:00Z,23,28
61,2018020939,2019-02-22T03:00:00Z,53,23
62,2018020955,2019-02-24T03:00:00Z,2,23
63,2018020967,2019-02-26T03:00:00Z,24,23
64,2018020982,2019-02-28T02:30:00Z,23,21
65,2018020988,2019-03-01T02:00:00Z,23,53
66,2018021011,2019-03-03T21:00:00Z,23,54
67,2018021030,2019-03-07T02:00:00Z,10,23
68,2018021040,2019-03-08T02:00:00Z,23,22
69,2018021059,2019-03-10T03:00:00Z,54,23
70,2018021082,2019-03-14T02:00:00Z,3,23
71,2018021098,2019-03-16T02:00:00Z,1,23
72,2018021114,2019-03-17T23:00:00Z,23,25
73,2018021119,2019-03-19T00:30:00Z,23,16
74,2018021134,2019-03-21T02:00:00Z,9,23
75,2018021161,2019-03-24T02:00:00Z,20,23
76,2018021168,2019-03-25T02:00:00Z,29,23
77,2018021183,2019-03-27T02:00:00Z,24,23
78,2018021195,2019-03-29T02:00:00Z,26,23
79,2018021213,2019-03-31T02:00:00Z,25,23
80,2018021237,2019-04-03T02:00:00Z,28,23
81,2018021249,2019-04-05T00:00:00Z,23,18
82,2018021258,2019-04-06T20:00:00Z,23,19
1,2018020004,2018-10-04T02:30:00Z,24,28
2,2018020027,2018-10-07T01:00:00Z,24,53
3,2018020035,2018-10-09T02:00:00Z,17,24
4,2018020044,2018-10-11T02:00:00Z,53,24
5,2018020067,2018-10-14T00:00:00Z,24,25
6,2018020072,2018-10-14T23:00:00Z,24,19
7,2018020089,2018-10-18T02:00:00Z,2,24
8,2018020113,2018-10-21T02:00:00Z,24,54
9,2018020117,2018-10-22T00:00:00Z,7,24
10,2018020127,2018-10-24T00:30:00Z,24,16
11,2018020140,2018-10-26T00:30:00Z,24,25
12,2018020164,2018-10-29T00:00:00Z,28,24
13,2018020176,2018-10-31T02:00:00Z,4,24
14,2018020189,2018-11-02T02:00:00Z,3,24
15,2018020209,2018-11-05T02:00:00Z,29,24
16,2018020222,2018-11-07T03:30:00Z,24,26
17,2018020226,2018-11-08T03:30:00Z,20,24
18,2018020241,2018-11-10T03:00:00Z,30,24
19,2018020263,2018-11-13T03:00:00Z,18,24
20,2018020276,2018-11-15T03:30:00Z,24,54
21,2018020291,2018-11-17T03:00:00Z,10,24
22,2018020307,2018-11-19T01:00:00Z,21,24
23,2018020330,2018-11-22T03:00:00Z,23,24
24,2018020337,2018-11-23T21:00:00Z,22,24
25,2018020360,2018-11-26T01:00:00Z,24,18
