gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
2018020001,/api/v1/game/2018020001/feed/live,R,20182019,2018-10-03T23:00:00Z,Final,7,Final,7,FALSE,2,0,0,1,league,8,Montréal Canadiens,/api/v1/teams/8,3,1,0,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,NA,Scotiabank Arena,/api/v1/venues/null,/api/v1/game/2018020001/content
2018020002,/api/v1/game/2018020002/feed/live,R,20182019,2018-10-03T23:30:00Z,Final,7,Final,7,FALSE,0,0,1,0,league,6,Boston Bruins,/api/v1/teams/6,7,1,0,0,league,15,Washington Capitals,/api/v1/teams/15,5094,Capital One Arena,/api/v1/venues/5094,/api/v1/game/2018020002/content
2018020003,/api/v1/game/2018020003/feed/live,R,20182019,2018-10-04T02:00:00Z,Final,7,Final,7,FALSE,2,0,1,0,league,20,Calgary Flames,/api/v1/teams/20,5,1,0,0,league,23,Vancouver Canucks,/api/v1/teams/23,5073,Rogers Arena,/api/v1/venues/5073,/api/v1/game/2018020003/content
2018020004,/api/v1/game/2018020004/feed/live,R,20182019,2018-10-04T02:30:00Z,Final,7,Final,7,FALSE,5,1,0,0,league,24,Anaheim Ducks,/api/v1/teams/24,2,0,1,0,league,28,San Jose Sharks,/api/v1/teams/28,NA,SAP Center at San Jose,/api/v1/venues/null,/api/v1/game/2018020004/content
2018020005,/api/v1/game/2018020005/feed/live,R,20182019,2018-10-04T23:00:00Z,Final,7,Final,7,FALSE,4,1,1,0,league,6,Boston Bruins,/api/v1/teams/6,0,0,1,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020005/content
2018020006,/api/v1/game/2018020006/feed/live,R,20182019,2018-10-04T23:30:00Z,Final,7,Final,7,FALSE,3,1,0,0,league,18,Nashville Predators,/api/v1/teams/18,2,0,1,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020006/content
2018020007,/api/v1/game/2018020007/feed/live,R,20182019,2018-10-04T23:00:00Z,Final,7,Final,7,FALSE,6,1,0,1,league,15,Washington Capitals,/api/v1/teams/15,7,1,0,0,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020007/content
2018020008,/api/v1/game/2018020008/feed/live,R,20182019,2018-10-04T23:00:00Z,Final,7,Final,7,FALSE,2,1,0,0,league,2,New York Islanders,/api/v1/teams/2,1,0,0,1,league,12,Carolina Hurricanes,/api/v1/teams/12,5066,PNC Arena,/api/v1/venues/5066,/api/v1/game/2018020008/content
2018020009,/api/v1/game/2018020009/feed/live,R,20182019,2018-10-04T23:30:00Z,Final,7,Final,7,FALSE,4,1,0,0,league,16,Chicago Blackhawks,/api/v1/teams/16,3,0,0,1,league,9,Ottawa Senators,/api/v1/teams/9,5031,Canadian Tire Centre,/api/v1/venues/5031,/api/v1/game/2018020009/content
2018020010,/api/v1/game/2018020010/feed/live,R,20182019,2018-10-04T23:30:00Z,Final,7,Final,7,FALSE,3,1,0,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,2,0,0,1,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020010/content
2018020011,/api/v1/game/2018020011/feed/live,R,20182019,2018-10-05T00:00:00Z,Final,7,Final,7,FALSE,5,1,0,0,league,52,Winnipeg Jets,/api/v1/teams/52,1,0,1,0,league,19,St. Louis Blues,/api/v1/teams/19,5076,Enterprise Center,/api/v1/venues/5076,/api/v1/game/2018020011/content
2018020012,/api/v1/game/2018020012/feed/live,R,20182019,2018-10-05T00:30:00Z,Final,7,Final,7,FALSE,0,0,1,0,league,53,Arizona Coyotes,/api/v1/teams/53,3,1,0,0,league,25,Dallas Stars,/api/v1/teams/25,5019,American Airlines Center,/api/v1/venues/5019,/api/v1/game/2018020012/content
2018020013,/api/v1/game/2018020013/feed/live,R,20182019,2018-10-05T01:00:00Z,Final,7,Final,7,FALSE,1,0,1,0,league,30,Minnesota Wild,/api/v1/teams/30,4,1,0,0,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020013/content
2018020014,/api/v1/game/2018020014/feed/live,R,20182019,2018-10-05T02:00:00Z,Final,7,Final,7,FALSE,5,1,0,0,league,4,Philadelphia Flyers,/api/v1/teams/4,2,0,1,0,league,54,Vegas Golden Knights,/api/v1/teams/54,5178,T-Mobile Arena,/api/v1/venues/5178,/api/v1/game/2018020014/content
2018020015,/api/v1/game/2018020015/feed/live,R,20182019,2018-10-05T23:00:00Z,Final,7,Final,7,FALSE,3,1,0,1,league,12,Carolina Hurricanes,/api/v1/teams/12,1,1,1,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020015/content
2018020016,/api/v1/game/2018020016/feed/live,R,20182019,2018-10-06T02:30:00Z,Final,7,Final,7,FALSE,3,1,1,0,league,28,San Jose Sharks,/api/v1/teams/28,2,0,0,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020016/content
2018020017,/api/v1/game/2018020017/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,1,0,2,0,league,3,New York Rangers,/api/v1/teams/3,3,1,1,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020017/content
2018020018,/api/v1/game/2018020018/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,5,1,0,1,league,9,Ottawa Senators,/api/v1/teams/9,3,1,1,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,NA,Scotiabank Arena,/api/v1/venues/null,/api/v1/game/2018020018/content
2018020019,/api/v1/game/2018020019/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,1,0,0,1,league,13,Florida Panthers,/api/v1/teams/13,2,1,0,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020019/content
2018020020,/api/v1/game/2018020020/feed/live,R,20182019,2018-10-06T17:00:00Z,Final,7,Final,7,FALSE,2,0,1,0,league,22,Edmonton Oilers,/api/v1/teams/22,5,1,0,0,league,1,New Jersey Devils,/api/v1/teams/1,5171,Scandinavium,/api/v1/venues/5171,/api/v1/game/2018020020/content
2018020021,/api/v1/game/2018020021/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,4,2,0,0,league,18,Nashville Predators,/api/v1/teams/18,3,1,1,0,league,2,New York Islanders,/api/v1/teams/2,5026,Barclays Center,/api/v1/venues/5026,/api/v1/game/2018020021/content
2018020022,/api/v1/game/2018020022/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,5,1,0,1,league,8,Montréal Canadiens,/api/v1/teams/8,1,1,1,0,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020022/content
2018020023,/api/v1/game/2018020023/feed/live,R,20182019,2018-10-06T23:00:00Z,Final,7,Final,7,FALSE,1,1,1,0,league,52,Winnipeg Jets,/api/v1/teams/52,5,2,0,0,league,25,Dallas Stars,/api/v1/teams/25,5019,American Airlines Center,/api/v1/venues/5019,/api/v1/game/2018020023/content
2018020024,/api/v1/game/2018020024/feed/live,R,20182019,2018-10-07T00:00:00Z,Final,7,Final,7,FALSE,5,2,0,0,league,16,Chicago Blackhawks,/api/v1/teams/16,4,0,1,1,league,19,St. Louis Blues,/api/v1/teams/19,5076,Enterprise Center,/api/v1/venues/5076,/api/v1/game/2018020024/content
2018020025,/api/v1/game/2018020025/feed/live,R,20182019,2018-10-07T00:00:00Z,Final,7,Final,7,FALSE,2,1,1,0,league,54,Vegas Golden Knights,/api/v1/teams/54,1,0,1,1,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020025/content
2018020026,/api/v1/game/2018020026/feed/live,R,20182019,2018-10-07T01:00:00Z,Final,7,Final,7,FALSE,2,1,1,0,league,4,Philadelphia Flyers,/api/v1/teams/4,5,2,0,0,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020026/content
2018020027,/api/v1/game/2018020027/feed/live,R,20182019,2018-10-07T01:00:00Z,Final,7,Final,7,FALSE,1,2,0,0,league,24,Anaheim Ducks,/api/v1/teams/24,0,0,2,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020027/content
2018020028,/api/v1/game/2018020028/feed/live,R,20182019,2018-10-07T02:00:00Z,Final,7,Final,7,FALSE,4,1,1,0,league,23,Vancouver Canucks,/api/v1/teams/23,7,1,1,0,league,20,Calgary Flames,/api/v1/teams/20,5075,Scotiabank Saddledome,/api/v1/venues/5075,/api/v1/game/2018020028/content
2018020029,/api/v1/game/2018020029/feed/live,R,20182019,2018-10-07T21:00:00Z,Final,7,Final,7,FALSE,5,0,3,0,league,3,New York Rangers,/api/v1/teams/3,8,2,0,1,league,12,Carolina Hurricanes,/api/v1/teams/12,5066,PNC Arena,/api/v1/venues/5066,/api/v1/game/2018020029/content
2018020030,/api/v1/game/2018020030/feed/live,R,20182019,2018-10-07T23:00:00Z,Final,7,Final,7,FALSE,7,2,1,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,6,2,0,1,league,16,Chicago Blackhawks,/api/v1/teams/16,5092,United Center,/api/v1/venues/5092,/api/v1/game/2018020030/content
2018020031,/api/v1/game/2018020031/feed/live,R,20182019,2018-10-08T02:30:00Z,Final,7,Final,7,FALSE,2,0,1,1,league,17,Detroit Red Wings,/api/v1/teams/17,4,1,0,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020031/content
2018020032,/api/v1/game/2018020032/feed/live,R,20182019,2018-10-08T17:00:00Z,Final,7,Final,7,FALSE,3,1,1,1,league,9,Ottawa Senators,/api/v1/teams/9,6,2,1,0,league,6,Boston Bruins,/api/v1/teams/6,5085,TD Garden,/api/v1/venues/5085,/api/v1/game/2018020032/content
2018020033,/api/v1/game/2018020033/feed/live,R,20182019,2018-10-08T17:00:00Z,Final,7,Final,7,FALSE,0,1,2,0,league,28,San Jose Sharks,/api/v1/teams/28,4,2,1,0,league,2,New York Islanders,/api/v1/teams/2,5026,Barclays Center,/api/v1/venues/5026,/api/v1/game/2018020033/content
2018020034,/api/v1/game/2018020034/feed/live,R,20182019,2018-10-08T19:00:00Z,Final,7,Final,7,FALSE,2,1,2,0,league,54,Vegas Golden Knights,/api/v1/teams/54,4,2,1,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020034/content
2018020035,/api/v1/game/2018020035/feed/live,R,20182019,2018-10-09T02:00:00Z,Final,7,Final,7,FALSE,2,0,1,2,league,17,Detroit Red Wings,/api/v1/teams/17,3,3,0,0,league,24,Anaheim Ducks,/api/v1/teams/24,5046,Honda Center,/api/v1/venues/5046,/api/v1/game/2018020035/content
2018020036,/api/v1/game/2018020036/feed/live,R,20182019,2018-10-09T23:00:00Z,Final,7,Final,7,FALSE,8,2,2,0,league,28,San Jose Sharks,/api/v1/teams/28,2,1,2,0,league,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2018020036/content
2018020037,/api/v1/game/2018020037/feed/live,R,20182019,2018-10-09T23:00:00Z,Final,7,Final,7,FALSE,3,1,2,0,league,23,Vancouver Canucks,/api/v1/teams/23,5,3,0,1,league,12,Carolina Hurricanes,/api/v1/teams/12,5066,PNC Arena,/api/v1/venues/5066,/api/v1/game/2018020037/content
2018020038,/api/v1/game/2018020038/feed/live,R,20182019,2018-10-09T23:00:00Z,Final,7,Final,7,FALSE,2,2,1,0,league,21,Colorado Avalanche,/api/v1/teams/21,5,2,1,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020038/content
2018020039,/api/v1/game/2018020039/feed/live,R,20182019,2018-10-10T00:00:00Z,Final,7,Final,7,FALSE,3,2,1,0,league,20,Calgary Flames,/api/v1/teams/20,0,2,1,0,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020039/content
2018020040,/api/v1/game/2018020040/feed/live,R,20182019,2018-10-10T00:00:00Z,Final,7,Final,7,FALSE,1,1,1,1,league,26,Los Angeles Kings,/api/v1/teams/26,2,2,1,0,league,52,Winnipeg Jets,/api/v1/teams/52,5058,Bell MTS Place,/api/v1/venues/5058,/api/v1/game/2018020040/content
2018020041,/api/v1/game/2018020041/feed/live,R,20182019,2018-10-10T00:30:00Z,Final,7,Final,7,FALSE,7,3,1,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,4,2,1,0,league,25,Dallas Stars,/api/v1/teams/25,5019,American Airlines Center,/api/v1/venues/5019,/api/v1/game/2018020041/content
2018020042,/api/v1/game/2018020042/feed/live,R,20182019,2018-10-10T23:30:00Z,Final,7,Final,7,FALSE,7,2,2,0,league,4,Philadelphia Flyers,/api/v1/teams/4,4,1,2,1,league,9,Ottawa Senators,/api/v1/teams/9,5031,Canadian Tire Centre,/api/v1/venues/5031,/api/v1/game/2018020042/content
2018020043,/api/v1/game/2018020043/feed/live,R,20182019,2018-10-11T00:00:00Z,Final,7,Final,7,FALSE,2,1,3,0,league,54,Vegas Golden Knights,/api/v1/teams/54,5,2,0,1,league,15,Washington Capitals,/api/v1/teams/15,5094,Capital One Arena,/api/v1/venues/5094,/api/v1/game/2018020043/content
2018020044,/api/v1/game/2018020044/feed/live,R,20182019,2018-10-11T02:00:00Z,Final,7,Final,7,FALSE,3,1,2,0,league,53,Arizona Coyotes,/api/v1/teams/53,2,3,0,1,league,24,Anaheim Ducks,/api/v1/teams/24,5046,Honda Center,/api/v1/venues/5046,/api/v1/game/2018020044/content
2018020045,/api/v1/game/2018020045/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,1,0,2,0,league,22,Edmonton Oilers,/api/v1/teams/22,4,3,1,0,league,6,Boston Bruins,/api/v1/teams/6,5085,TD Garden,/api/v1/venues/5085,/api/v1/game/2018020045/content
2018020046,/api/v1/game/2018020046/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,6,3,1,0,league,21,Colorado Avalanche,/api/v1/teams/21,1,2,2,0,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020046/content
2018020047,/api/v1/game/2018020047/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,5,3,1,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,4,0,1,1,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020047/content
2018020048,/api/v1/game/2018020048/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,0,2,1,1,league,15,Washington Capitals,/api/v1/teams/15,6,2,0,0,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020048/content
2018020049,/api/v1/game/2018020049/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,2,2,2,1,league,28,San Jose Sharks,/api/v1/teams/28,3,1,3,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020049/content
2018020050,/api/v1/game/2018020050/feed/live,R,20182019,2018-10-11T23:00:00Z,Final,7,Final,7,FALSE,2,1,4,0,league,54,Vegas Golden Knights,/api/v1/teams/54,4,2,1,0,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020050/content
2018020051,/api/v1/game/2018020051/feed/live,R,20182019,2018-10-11T23:30:00Z,Final,7,Final,7,FALSE,3,2,1,1,league,26,Los Angeles Kings,/api/v1/teams/26,0,1,1,1,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020051/content
2018020052,/api/v1/game/2018020052/feed/live,R,20182019,2018-10-11T23:30:00Z,Final,7,Final,7,FALSE,5,4,1,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,3,0,2,2,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020052/content
2018020053,/api/v1/game/2018020053/feed/live,R,20182019,2018-10-11T23:30:00Z,Final,7,Final,7,FALSE,4,2,2,0,league,23,Vancouver Canucks,/api/v1/teams/23,1,1,1,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020053/content
2018020054,/api/v1/game/2018020054/feed/live,R,20182019,2018-10-12T00:00:00Z,Final,7,Final,7,FALSE,3,2,2,0,league,20,Calgary Flames,/api/v1/teams/20,5,1,1,1,league,19,St. Louis Blues,/api/v1/teams/19,5076,Enterprise Center,/api/v1/venues/5076,/api/v1/game/2018020054/content
2018020055,/api/v1/game/2018020055/feed/live,R,20182019,2018-10-12T00:00:00Z,Final,7,Final,7,FALSE,0,2,2,0,league,52,Winnipeg Jets,/api/v1/teams/52,3,3,1,0,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020055/content
2018020056,/api/v1/game/2018020056/feed/live,R,20182019,2018-10-12T00:00:00Z,Final,7,Final,7,FALSE,3,2,0,2,league,16,Chicago Blackhawks,/api/v1/teams/16,4,1,1,1,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020056/content
2018020057,/api/v1/game/2018020057/feed/live,R,20182019,2018-10-13T17:00:00Z,Final,7,Final,7,FALSE,2,1,2,0,league,22,Edmonton Oilers,/api/v1/teams/22,1,1,4,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020057/content
2018020058,/api/v1/game/2018020058/feed/live,R,20182019,2018-10-13T17:00:00Z,Final,7,Final,7,FALSE,1,2,4,0,league,54,Vegas Golden Knights,/api/v1/teams/54,0,2,3,0,league,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2018020058/content
2018020059,/api/v1/game/2018020059/feed/live,R,20182019,2018-10-13T18:00:00Z,Final,7,Final,7,FALSE,1,2,2,1,league,26,Los Angeles Kings,/api/v1/teams/26,5,2,2,1,league,9,Ottawa Senators,/api/v1/teams/9,5031,Canadian Tire Centre,/api/v1/venues/5031,/api/v1/game/2018020059/content
2018020060,/api/v1/game/2018020060/feed/live,R,20182019,2018-10-13T22:00:00Z,Final,7,Final,7,FALSE,5,4,0,1,league,12,Carolina Hurricanes,/api/v1/teams/12,4,1,1,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020060/content
2018020061,/api/v1/game/2018020061/feed/live,R,20182019,2018-10-13T19:00:00Z,Final,7,Final,7,FALSE,2,0,3,2,league,17,Detroit Red Wings,/api/v1/teams/17,8,4,1,0,league,6,Boston Bruins,/api/v1/teams/6,5085,TD Garden,/api/v1/venues/5085,/api/v1/game/2018020061/content
2018020062,/api/v1/game/2018020062/feed/live,R,20182019,2018-10-13T23:00:00Z,Final,7,Final,7,FALSE,3,2,1,1,league,5,Pittsburgh Penguins,/api/v1/teams/5,4,2,1,1,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020062/content
2018020063,/api/v1/game/2018020063/feed/live,R,20182019,2018-10-13T23:00:00Z,Final,7,Final,7,FALSE,2,3,2,0,league,29,Columbus Blue Jackets,/api/v1/teams/29,8,2,1,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020063/content
2018020064,/api/v1/game/2018020064/feed/live,R,20182019,2018-10-13T23:00:00Z,Final,7,Final,7,FALSE,3,3,2,0,league,23,Vancouver Canucks,/api/v1/teams/23,2,0,2,1,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020064/content
2018020065,/api/v1/game/2018020065/feed/live,R,20182019,2018-10-13T23:00:00Z,Final,7,Final,7,FALSE,4,5,1,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,2,2,2,1,league,15,Washington Capitals,/api/v1/teams/15,5094,Capital One Arena,/api/v1/venues/5094,/api/v1/game/2018020065/content
2018020066,/api/v1/game/2018020066/feed/live,R,20182019,2018-10-14T00:00:00Z,Final,7,Final,7,FALSE,2,2,2,0,league,2,New York Islanders,/api/v1/teams/2,5,4,1,0,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020066/content
2018020067,/api/v1/game/2018020067/feed/live,R,20182019,2018-10-14T00:00:00Z,Final,7,Final,7,FALSE,3,3,1,1,league,24,Anaheim Ducks,/api/v1/teams/24,5,3,1,0,league,25,Dallas Stars,/api/v1/teams/25,5019,American Airlines Center,/api/v1/venues/5019,/api/v1/game/2018020067/content
2018020068,/api/v1/game/2018020068/feed/live,R,20182019,2018-10-14T00:30:00Z,Final,7,Final,7,FALSE,3,1,1,2,league,19,St. Louis Blues,/api/v1/teams/19,4,3,0,2,league,16,Chicago Blackhawks,/api/v1/teams/16,5092,United Center,/api/v1/venues/5092,/api/v1/game/2018020068/content
2018020069,/api/v1/game/2018020069/feed/live,R,20182019,2018-10-14T01:00:00Z,Final,7,Final,7,FALSE,3,3,2,0,league,7,Buffalo Sabres,/api/v1/teams/7,0,1,3,0,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020069/content
2018020070,/api/v1/game/2018020070/feed/live,R,20182019,2018-10-14T02:00:00Z,Final,7,Final,7,FALSE,3,3,2,0,league,20,Calgary Flames,/api/v1/teams/20,2,3,1,1,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020070/content
2018020071,/api/v1/game/2018020071/feed/live,R,20182019,2018-10-14T17:00:00Z,Final,7,Final,7,FALSE,2,2,3,1,league,28,San Jose Sharks,/api/v1/teams/28,3,3,0,0,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020071/content
2018020072,/api/v1/game/2018020072/feed/live,R,20182019,2018-10-14T23:00:00Z,Final,7,Final,7,FALSE,3,4,1,1,league,24,Anaheim Ducks,/api/v1/teams/24,2,1,2,2,league,19,St. Louis Blues,/api/v1/teams/19,5076,Enterprise Center,/api/v1/venues/5076,/api/v1/game/2018020072/content
2018020073,/api/v1/game/2018020073/feed/live,R,20182019,2018-10-14T23:00:00Z,Final,7,Final,7,FALSE,1,4,1,1,league,12,Carolina Hurricanes,/api/v1/teams/12,3,3,2,0,league,52,Winnipeg Jets,/api/v1/teams/52,5058,Bell MTS Place,/api/v1/venues/5058,/api/v1/game/2018020073/content
2018020074,/api/v1/game/2018020074/feed/live,R,20182019,2018-10-15T23:30:00Z,Final,7,Final,7,FALSE,1,2,3,1,league,26,Los Angeles Kings,/api/v1/teams/26,4,6,1,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,NA,Scotiabank Arena,/api/v1/venues/null,/api/v1/game/2018020074/content
2018020075,/api/v1/game/2018020075/feed/live,R,20182019,2018-10-15T23:30:00Z,Final,7,Final,7,FALSE,3,0,4,2,league,17,Detroit Red Wings,/api/v1/teams/17,7,3,1,1,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020075/content
2018020076,/api/v1/game/2018020076/feed/live,R,20182019,2018-10-15T23:30:00Z,Final,7,Final,7,FALSE,1,3,2,0,league,25,Dallas Stars,/api/v1/teams/25,4,3,2,1,league,9,Ottawa Senators,/api/v1/teams/9,5031,Canadian Tire Centre,/api/v1/venues/5031,/api/v1/game/2018020076/content
2018020077,/api/v1/game/2018020077/feed/live,R,20182019,2018-10-16T00:00:00Z,Final,7,Final,7,FALSE,2,1,2,2,league,30,Minnesota Wild,/api/v1/teams/30,4,5,1,0,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020077/content
2018020078,/api/v1/game/2018020078/feed/live,R,20182019,2018-10-16T23:00:00Z,Final,7,Final,7,FALSE,0,3,3,0,league,25,Dallas Stars,/api/v1/teams/25,3,4,0,0,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020078/content
2018020079,/api/v1/game/2018020079/feed/live,R,20182019,2018-10-16T23:00:00Z,Final,7,Final,7,FALSE,2,3,1,2,league,21,Colorado Avalanche,/api/v1/teams/21,3,2,4,0,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020079/content
2018020080,/api/v1/game/2018020080/feed/live,R,20182019,2018-10-16T23:00:00Z,Final,7,Final,7,FALSE,5,0,2,2,league,13,Florida Panthers,/api/v1/teams/13,6,3,3,0,league,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2018020080/content
2018020081,/api/v1/game/2018020081/feed/live,R,20182019,2018-10-16T23:00:00Z,Final,7,Final,7,FALSE,3,4,2,0,league,23,Vancouver Canucks,/api/v1/teams/23,2,2,1,2,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020081/content
2018020082,/api/v1/game/2018020082/feed/live,R,20182019,2018-10-16T23:30:00Z,Final,7,Final,7,FALSE,2,4,2,1,league,12,Carolina Hurricanes,/api/v1/teams/12,4,3,1,0,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020082/content
2018020083,/api/v1/game/2018020083/feed/live,R,20182019,2018-10-17T00:00:00Z,Final,7,Final,7,FALSE,1,1,4,0,league,53,Arizona Coyotes,/api/v1/teams/53,2,2,2,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020083/content
2018020084,/api/v1/game/2018020084/feed/live,R,20182019,2018-10-17T00:00:00Z,Final,7,Final,7,FALSE,5,2,2,0,league,22,Edmonton Oilers,/api/v1/teams/22,4,3,2,1,league,52,Winnipeg Jets,/api/v1/teams/52,5058,Bell MTS Place,/api/v1/venues/5058,/api/v1/game/2018020084/content
