gamePk,link,gameType,season,gameDate,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,teams.away.score,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.ot,teams.away.leagueRecord.type,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.ot,teams.home.leagueRecord.type,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link
2018020348,/api/v1/game/2018020348/feed/live,R,20182019,2018-11-25T00:00:00Z,Final,7,Final,7,FALSE,0,10,11,2,league,4,Philadelphia Flyers,/api/v1/teams/4,6,16,8,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,NA,Scotiabank Arena,/api/v1/venues/null,/api/v1/game/2018020348/content
2018020349,/api/v1/game/2018020349/feed/live,R,20182019,2018-11-25T00:00:00Z,Final,7,Final,7,FALSE,3,13,6,4,league,6,Boston Bruins,/api/v1/teams/6,2,11,8,5,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020349/content
2018020350,/api/v1/game/2018020350/feed/live,R,20182019,2018-11-25T00:00:00Z,Final,7,Final,7,FALSE,3,16,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,2,10,10,3,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020350/content
2018020351,/api/v1/game/2018020351/feed/live,R,20182019,2018-11-25T00:00:00Z,Final,7,Final,7,FALSE,5,9,10,5,league,16,Chicago Blackhawks,/api/v1/teams/16,4,8,9,4,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020351/content
2018020352,/api/v1/game/2018020352/feed/live,R,20182019,2018-11-25T00:00:00Z,Final,7,Final,7,FALSE,1,11,9,3,league,12,Carolina Hurricanes,/api/v1/teams/12,4,12,8,2,league,2,New York Islanders,/api/v1/teams/2,5026,Barclays Center,/api/v1/venues/5026,/api/v1/game/2018020352/content
2018020353,/api/v1/game/2018020353/feed/live,R,20182019,2018-11-25T00:00:00Z,Final,7,Final,7,FALSE,2,13,8,2,league,29,Columbus Blue Jackets,/api/v1/teams/29,4,9,8,5,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020353/content
2018020354,/api/v1/game/2018020354/feed/live,R,20182019,2018-11-25T00:00:00Z,Final,7,Final,7,FALSE,8,13,7,2,league,52,Winnipeg Jets,/api/v1/teams/52,4,8,11,3,league,19,St. Louis Blues,/api/v1/teams/19,5076,Enterprise Center,/api/v1/venues/5076,/api/v1/game/2018020354/content
2018020355,/api/v1/game/2018020355/feed/live,R,20182019,2018-11-25T02:00:00Z,Final,7,Final,7,FALSE,2,12,10,2,league,25,Dallas Stars,/api/v1/teams/25,3,13,6,4,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020355/content
2018020356,/api/v1/game/2018020356/feed/live,R,20182019,2018-11-25T03:00:00Z,Final,7,Final,7,FALSE,0,12,8,4,league,28,San Jose Sharks,/api/v1/teams/28,6,12,12,1,league,54,Vegas Golden Knights,/api/v1/teams/54,5178,T-Mobile Arena,/api/v1/venues/5178,/api/v1/game/2018020356/content
2018020357,/api/v1/game/2018020357/feed/live,R,20182019,2018-11-25T03:00:00Z,Final,7,Final,7,FALSE,4,11,13,2,league,23,Vancouver Canucks,/api/v1/teams/23,2,7,14,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020357/content
2018020358,/api/v1/game/2018020358/feed/live,R,20182019,2018-11-25T20:00:00Z,Final,7,Final,7,FALSE,6,14,9,1,league,20,Calgary Flames,/api/v1/teams/20,1,9,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020358/content
2018020359,/api/v1/game/2018020359/feed/live,R,20182019,2018-11-26T00:00:00Z,Final,7,Final,7,FALSE,2,9,10,3,league,1,New Jersey Devils,/api/v1/teams/1,5,17,6,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020359/content
2018020360,/api/v1/game/2018020360/feed/live,R,20182019,2018-11-26T01:00:00Z,Final,7,Final,7,FALSE,2,10,10,5,league,24,Anaheim Ducks,/api/v1/teams/24,5,17,6,1,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020360/content
2018020361,/api/v1/game/2018020361/feed/live,R,20182019,2018-11-26T03:30:00Z,Final,7,Final,7,FALSE,2,10,11,2,league,22,Edmonton Oilers,/api/v1/teams/22,5,8,14,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020361/content
2018020362,/api/v1/game/2018020362/feed/live,R,20182019,2018-11-27T00:00:00Z,Final,7,Final,7,FALSE,2,13,7,4,league,6,Boston Bruins,/api/v1/teams/6,4,17,8,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,NA,Scotiabank Arena,/api/v1/venues/null,/api/v1/game/2018020362/content
2018020363,/api/v1/game/2018020363/feed/live,R,20182019,2018-11-27T00:00:00Z,Final,7,Final,7,FALSE,3,9,10,4,league,1,New Jersey Devils,/api/v1/teams/1,4,9,9,4,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020363/content
2018020364,/api/v1/game/2018020364/feed/live,R,20182019,2018-11-27T00:00:00Z,Final,7,Final,7,FALSE,4,14,7,3,league,15,Washington Capitals,/api/v1/teams/15,1,12,9,2,league,2,New York Islanders,/api/v1/teams/2,5026,Barclays Center,/api/v1/venues/5026,/api/v1/game/2018020364/content
2018020365,/api/v1/game/2018020365/feed/live,R,20182019,2018-11-27T00:00:00Z,Final,7,Final,7,FALSE,2,9,12,3,league,9,Ottawa Senators,/api/v1/teams/9,4,13,10,2,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020365/content
2018020366,/api/v1/game/2018020366/feed/live,R,20182019,2018-11-27T00:30:00Z,Final,7,Final,7,FALSE,7,14,8,2,league,29,Columbus Blue Jackets,/api/v1/teams/29,5,10,11,3,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020366/content
2018020367,/api/v1/game/2018020367/feed/live,R,20182019,2018-11-28T00:00:00Z,Final,7,Final,7,FALSE,2,12,8,5,league,28,San Jose Sharks,/api/v1/teams/28,3,17,6,2,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020367/content
2018020368,/api/v1/game/2018020368/feed/live,R,20182019,2018-11-28T00:00:00Z,Final,7,Final,7,FALSE,4,10,12,3,league,9,Ottawa Senators,/api/v1/teams/9,3,10,12,2,league,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2018020368/content
2018020369,/api/v1/game/2018020369/feed/live,R,20182019,2018-11-28T00:30:00Z,Final,7,Final,7,FALSE,2,12,9,3,league,12,Carolina Hurricanes,/api/v1/teams/12,1,11,9,5,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020369/content
2018020370,/api/v1/game/2018020370/feed/live,R,20182019,2018-11-28T00:30:00Z,Final,7,Final,7,FALSE,3,11,10,5,league,24,Anaheim Ducks,/api/v1/teams/24,1,17,7,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020370/content
2018020371,/api/v1/game/2018020371/feed/live,R,20182019,2018-11-28T01:00:00Z,Final,7,Final,7,FALSE,3,14,6,4,league,21,Colorado Avalanche,/api/v1/teams/21,2,17,7,1,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020371/content
2018020372,/api/v1/game/2018020372/feed/live,R,20182019,2018-11-28T01:00:00Z,Final,7,Final,7,FALSE,4,10,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,3,14,8,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020372/content
2018020373,/api/v1/game/2018020373/feed/live,R,20182019,2018-11-28T01:00:00Z,Final,7,Final,7,FALSE,4,10,8,5,league,5,Pittsburgh Penguins,/api/v1/teams/5,3,13,8,2,league,52,Winnipeg Jets,/api/v1/teams/52,5058,Bell MTS Place,/api/v1/venues/5058,/api/v1/game/2018020373/content
2018020374,/api/v1/game/2018020374/feed/live,R,20182019,2018-11-28T01:00:00Z,Final,7,Final,7,FALSE,8,13,12,1,league,54,Vegas Golden Knights,/api/v1/teams/54,3,9,11,5,league,16,Chicago Blackhawks,/api/v1/teams/16,5092,United Center,/api/v1/venues/5092,/api/v1/game/2018020374/content
2018020375,/api/v1/game/2018020375/feed/live,R,20182019,2018-11-28T02:00:00Z,Final,7,Final,7,FALSE,0,12,10,3,league,25,Dallas Stars,/api/v1/teams/25,1,11,11,2,league,22,Edmonton Oilers,/api/v1/teams/22,5100,Rogers Place,/api/v1/venues/5100,/api/v1/game/2018020375/content
2018020376,/api/v1/game/2018020376/feed/live,R,20182019,2018-11-28T03:00:00Z,Final,7,Final,7,FALSE,2,9,14,1,league,26,Los Angeles Kings,/api/v1/teams/26,1,11,13,3,league,23,Vancouver Canucks,/api/v1/teams/23,5073,Rogers Arena,/api/v1/venues/5073,/api/v1/game/2018020376/content
2018020377,/api/v1/game/2018020377/feed/live,R,20182019,2018-11-29T00:00:00Z,Final,7,Final,7,FALSE,3,8,12,3,league,19,St. Louis Blues,/api/v1/teams/19,4,11,11,3,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020377/content
2018020378,/api/v1/game/2018020378/feed/live,R,20182019,2018-11-29T00:00:00Z,Final,7,Final,7,FALSE,3,12,10,5,league,24,Anaheim Ducks,/api/v1/teams/24,2,9,10,4,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020378/content
2018020379,/api/v1/game/2018020379/feed/live,R,20182019,2018-11-29T00:30:00Z,Final,7,Final,7,FALSE,3,12,9,5,league,28,San Jose Sharks,/api/v1/teams/28,5,18,8,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,NA,Scotiabank Arena,/api/v1/venues/null,/api/v1/game/2018020379/content
2018020380,/api/v1/game/2018020380/feed/live,R,20182019,2018-11-29T02:00:00Z,Final,7,Final,7,FALSE,4,13,10,3,league,25,Dallas Stars,/api/v1/teams/25,3,14,9,2,league,20,Calgary Flames,/api/v1/teams/20,5075,Scotiabank Saddledome,/api/v1/venues/5075,/api/v1/game/2018020380/content
2018020381,/api/v1/game/2018020381/feed/live,R,20182019,2018-11-29T02:30:00Z,Final,7,Final,7,FALSE,3,10,9,5,league,5,Pittsburgh Penguins,/api/v1/teams/5,6,15,6,4,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020381/content
2018020382,/api/v1/game/2018020382/feed/live,R,20182019,2018-11-30T00:00:00Z,Final,7,Final,7,FALSE,1,12,9,3,league,2,New York Islanders,/api/v1/teams/2,2,14,7,4,league,6,Boston Bruins,/api/v1/teams/6,5085,TD Garden,/api/v1/venues/5085,/api/v1/game/2018020382/content
2018020383,/api/v1/game/2018020383/feed/live,R,20182019,2018-11-30T00:00:00Z,Final,7,Final,7,FALSE,2,14,9,2,league,30,Minnesota Wild,/api/v1/teams/30,4,15,8,2,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020383/content
2018020384,/api/v1/game/2018020384/feed/live,R,20182019,2018-11-30T00:30:00Z,Final,7,Final,7,FALSE,0,13,11,2,league,3,New York Rangers,/api/v1/teams/3,3,11,12,3,league,9,Ottawa Senators,/api/v1/teams/9,5031,Canadian Tire Centre,/api/v1/venues/5031,/api/v1/game/2018020384/content
2018020385,/api/v1/game/2018020385/feed/live,R,20182019,2018-11-30T00:30:00Z,Final,7,Final,7,FALSE,4,17,7,2,league,7,Buffalo Sabres,/api/v1/teams/7,5,18,7,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,5017,Amalie Arena,/api/v1/venues/5017,/api/v1/game/2018020385/content
2018020386,/api/v1/game/2018020386/feed/live,R,20182019,2018-11-30T01:00:00Z,Final,7,Final,7,FALSE,3,11,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,0,17,8,1,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020386/content
2018020387,/api/v1/game/2018020387/feed/live,R,20182019,2018-11-30T01:00:00Z,Final,7,Final,7,FALSE,5,9,12,5,league,16,Chicago Blackhawks,/api/v1/teams/16,6,14,8,2,league,52,Winnipeg Jets,/api/v1/teams/52,5058,Bell MTS Place,/api/v1/venues/5058,/api/v1/game/2018020387/content
2018020388,/api/v1/game/2018020388/feed/live,R,20182019,2018-11-30T02:00:00Z,Final,7,Final,7,FALSE,2,9,15,1,league,26,Los Angeles Kings,/api/v1/teams/26,3,12,11,2,league,22,Edmonton Oilers,/api/v1/teams/22,5100,Rogers Place,/api/v1/venues/5100,/api/v1/game/2018020388/content
2018020389,/api/v1/game/2018020389/feed/live,R,20182019,2018-11-30T03:00:00Z,Final,7,Final,7,FALSE,4,14,12,1,league,54,Vegas Golden Knights,/api/v1/teams/54,3,11,14,3,league,23,Vancouver Canucks,/api/v1/teams/23,5073,Rogers Arena,/api/v1/venues/5073,/api/v1/game/2018020389/content
2018020390,/api/v1/game/2018020390/feed/live,R,20182019,2018-12-01T00:00:00Z,Final,7,Final,7,FALSE,2,17,7,3,league,7,Buffalo Sabres,/api/v1/teams/7,3,10,10,4,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020390/content
2018020391,/api/v1/game/2018020391/feed/live,R,20182019,2018-12-01T00:00:00Z,Final,7,Final,7,FALSE,3,9,11,4,league,1,New Jersey Devils,/api/v1/teams/1,6,15,7,3,league,15,Washington Capitals,/api/v1/teams/15,5094,Capital One Arena,/api/v1/venues/5094,/api/v1/game/2018020391/content
2018020392,/api/v1/game/2018020392/feed/live,R,20182019,2018-12-01T00:30:00Z,Final,7,Final,7,FALSE,2,13,10,5,league,24,Anaheim Ducks,/api/v1/teams/24,1,12,9,4,league,12,Carolina Hurricanes,/api/v1/teams/12,5066,PNC Arena,/api/v1/venues/5066,/api/v1/game/2018020392/content
2018020393,/api/v1/game/2018020393/feed/live,R,20182019,2018-12-01T02:00:00Z,Final,7,Final,7,FALSE,3,9,12,3,league,19,St. Louis Blues,/api/v1/teams/19,2,15,6,5,league,21,Colorado Avalanche,/api/v1/teams/21,5064,Pepsi Center,/api/v1/venues/5064,/api/v1/game/2018020393/content
2018020394,/api/v1/game/2018020394/feed/live,R,20182019,2018-12-01T02:00:00Z,Final,7,Final,7,FALSE,1,9,16,1,league,26,Los Angeles Kings,/api/v1/teams/26,4,15,9,2,league,20,Calgary Flames,/api/v1/teams/20,5075,Scotiabank Saddledome,/api/v1/venues/5075,/api/v1/game/2018020394/content
2018020395,/api/v1/game/2018020395/feed/live,R,20182019,2018-12-01T18:00:00Z,Final,7,Final,7,FALSE,2,12,10,5,league,28,San Jose Sharks,/api/v1/teams/28,6,12,12,3,league,9,Ottawa Senators,/api/v1/teams/9,5031,Canadian Tire Centre,/api/v1/venues/5031,/api/v1/game/2018020395/content
2018020396,/api/v1/game/2018020396/feed/live,R,20182019,2018-12-01T21:00:00Z,Final,7,Final,7,FALSE,2,14,10,3,league,25,Dallas Stars,/api/v1/teams/25,1,11,15,3,league,23,Vancouver Canucks,/api/v1/teams/23,5073,Rogers Arena,/api/v1/venues/5073,/api/v1/game/2018020396/content
2018020397,/api/v1/game/2018020397/feed/live,R,20182019,2018-12-02T00:00:00Z,Final,7,Final,7,FALSE,4,12,11,3,league,17,Detroit Red Wings,/api/v1/teams/17,2,14,8,4,league,6,Boston Bruins,/api/v1/teams/6,5085,TD Garden,/api/v1/venues/5085,/api/v1/game/2018020397/content
2018020398,/api/v1/game/2018020398/feed/live,R,20182019,2018-12-02T00:00:00Z,Final,7,Final,7,FALSE,2,13,12,2,league,3,New York Rangers,/api/v1/teams/3,5,12,9,5,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020398/content
2018020399,/api/v1/game/2018020399/feed/live,R,20182019,2018-12-02T00:00:00Z,Final,7,Final,7,FALSE,5,19,7,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,4,10,10,5,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020399/content
2018020400,/api/v1/game/2018020400/feed/live,R,20182019,2018-12-02T00:00:00Z,Final,7,Final,7,FALSE,4,15,8,2,league,52,Winnipeg Jets,/api/v1/teams/52,3,9,11,5,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020400/content
2018020401,/api/v1/game/2018020401/feed/live,R,20182019,2018-12-02T00:00:00Z,Final,7,Final,7,FALSE,2,15,9,2,league,29,Columbus Blue Jackets,/api/v1/teams/29,3,13,9,3,league,2,New York Islanders,/api/v1/teams/2,NA,NYCB Live/Nassau Coliseum,/api/v1/venues/null,/api/v1/game/2018020401/content
2018020402,/api/v1/game/2018020402/feed/live,R,20182019,2018-12-02T00:00:00Z,Final,7,Final,7,FALSE,4,11,12,2,league,4,Philadelphia Flyers,/api/v1/teams/4,2,10,10,5,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020402/content
2018020403,/api/v1/game/2018020403/feed/live,R,20182019,2018-12-02T00:00:00Z,Final,7,Final,7,FALSE,5,19,8,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,3,14,10,2,league,30,Minnesota Wild,/api/v1/teams/30,5098,Xcel Energy Center,/api/v1/venues/5098,/api/v1/game/2018020403/content
2018020404,/api/v1/game/2018020404/feed/live,R,20182019,2018-12-02T01:00:00Z,Final,7,Final,7,FALSE,2,9,13,5,league,16,Chicago Blackhawks,/api/v1/teams/16,5,18,8,1,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020404/content
2018020405,/api/v1/game/2018020405/feed/live,R,20182019,2018-12-02T01:00:00Z,Final,7,Final,7,FALSE,1,9,13,3,league,19,St. Louis Blues,/api/v1/teams/19,6,12,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,5043,Gila River Arena,/api/v1/venues/5043,/api/v1/game/2018020405/content
2018020406,/api/v1/game/2018020406/feed/live,R,20182019,2018-12-02T03:00:00Z,Final,7,Final,7,FALSE,1,14,13,1,league,54,Vegas Golden Knights,/api/v1/teams/54,2,13,11,2,league,22,Edmonton Oilers,/api/v1/teams/22,5100,Rogers Place,/api/v1/venues/5100,/api/v1/game/2018020406/content
2018020407,/api/v1/game/2018020407/feed/live,R,20182019,2018-12-02T20:00:00Z,Final,7,Final,7,FALSE,6,14,10,5,league,24,Anaheim Ducks,/api/v1/teams/24,5,15,8,3,league,15,Washington Capitals,/api/v1/teams/15,5094,Capital One Arena,/api/v1/venues/5094,/api/v1/game/2018020407/content
2018020408,/api/v1/game/2018020408/feed/live,R,20182019,2018-12-02T23:00:00Z,Final,7,Final,7,FALSE,4,16,8,2,league,52,Winnipeg Jets,/api/v1/teams/52,3,13,12,3,league,3,New York Rangers,/api/v1/teams/3,5054,Madison Square Garden,/api/v1/venues/5054,/api/v1/game/2018020408/content
2018020409,/api/v1/game/2018020409/feed/live,R,20182019,2018-12-03T00:00:00Z,Final,7,Final,7,FALSE,3,13,10,5,league,28,San Jose Sharks,/api/v1/teams/28,1,12,10,5,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020409/content
2018020410,/api/v1/game/2018020410/feed/live,R,20182019,2018-12-03T00:00:00Z,Final,7,Final,7,FALSE,2,16,6,5,league,21,Colorado Avalanche,/api/v1/teams/21,0,12,12,3,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020410/content
2018020411,/api/v1/game/2018020411/feed/live,R,20182019,2018-12-03T00:00:00Z,Final,7,Final,7,FALSE,3,16,9,2,league,20,Calgary Flames,/api/v1/teams/20,2,9,14,5,league,16,Chicago Blackhawks,/api/v1/teams/16,5092,United Center,/api/v1/venues/5092,/api/v1/game/2018020411/content
2018020412,/api/v1/game/2018020412/feed/live,R,20182019,2018-12-03T03:30:00Z,Final,7,Final,7,FALSE,0,12,10,4,league,12,Carolina Hurricanes,/api/v1/teams/12,2,10,16,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020412/content
2018020413,/api/v1/game/2018020413/feed/live,R,20182019,2018-12-04T00:00:00Z,Final,7,Final,7,FALSE,5,20,7,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,1,9,12,5,league,1,New Jersey Devils,/api/v1/teams/1,NA,Prudential Center,/api/v1/venues/null,/api/v1/game/2018020413/content
2018020414,/api/v1/game/2018020414/feed/live,R,20182019,2018-12-04T01:00:00Z,Final,7,Final,7,FALSE,1,17,8,3,league,7,Buffalo Sabres,/api/v1/teams/7,2,19,8,1,league,18,Nashville Predators,/api/v1/teams/18,5030,Bridgestone Arena,/api/v1/venues/5030,/api/v1/game/2018020414/content
2018020415,/api/v1/game/2018020415/feed/live,R,20182019,2018-12-04T01:30:00Z,Final,7,Final,7,FALSE,1,13,12,2,league,22,Edmonton Oilers,/api/v1/teams/22,4,15,10,3,league,25,Dallas Stars,/api/v1/teams/25,5019,American Airlines Center,/api/v1/venues/5019,/api/v1/game/2018020415/content
2018020416,/api/v1/game/2018020416/feed/live,R,20182019,2018-12-05T00:30:00Z,Final,7,Final,7,FALSE,4,20,8,0,league,10,Toronto Maple Leafs,/api/v1/teams/10,3,17,8,4,league,7,Buffalo Sabres,/api/v1/teams/7,5039,KeyBank Center,/api/v1/venues/5039,/api/v1/game/2018020416/content
2018020417,/api/v1/game/2018020417/feed/live,R,20182019,2018-12-05T00:00:00Z,Final,7,Final,7,FALSE,0,14,9,4,league,6,Boston Bruins,/api/v1/teams/6,5,11,10,5,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020417/content
2018020418,/api/v1/game/2018020418/feed/live,R,20182019,2018-12-05T00:00:00Z,Final,7,Final,7,FALSE,3,17,8,2,league,52,Winnipeg Jets,/api/v1/teams/52,1,13,10,3,league,2,New York Islanders,/api/v1/teams/2,5026,Barclays Center,/api/v1/venues/5026,/api/v1/game/2018020418/content
2018020419,/api/v1/game/2018020419/feed/live,R,20182019,2018-12-05T00:00:00Z,Final,7,Final,7,FALSE,3,16,7,5,league,21,Colorado Avalanche,/api/v1/teams/21,6,11,10,5,league,5,Pittsburgh Penguins,/api/v1/teams/5,5034,PPG Paints Arena,/api/v1/venues/5034,/api/v1/game/2018020419/content
2018020420,/api/v1/game/2018020420/feed/live,R,20182019,2018-12-05T00:00:00Z,Final,7,Final,7,FALSE,9,17,9,2,league,20,Calgary Flames,/api/v1/teams/20,6,15,10,2,league,29,Columbus Blue Jackets,/api/v1/teams/29,5059,Nationwide Arena,/api/v1/venues/5059,/api/v1/game/2018020420/content
2018020421,/api/v1/game/2018020421/feed/live,R,20182019,2018-12-05T00:30:00Z,Final,7,Final,7,FALSE,2,12,13,3,league,9,Ottawa Senators,/api/v1/teams/9,5,13,10,5,league,8,Montréal Canadiens,/api/v1/teams/8,NA,Centre Bell,/api/v1/venues/null,/api/v1/game/2018020421/content
2018020422,/api/v1/game/2018020422/feed/live,R,20182019,2018-12-05T00:30:00Z,Final,7,Final,7,FALSE,6,21,7,1,league,14,Tampa Bay Lightning,/api/v1/teams/14,5,12,12,4,league,17,Detroit Red Wings,/api/v1/teams/17,5145,Little Caesars Arena,/api/v1/venues/5145,/api/v1/game/2018020422/content
2018020423,/api/v1/game/2018020423/feed/live,R,20182019,2018-12-05T03:00:00Z,Final,7,Final,7,FALSE,3,15,10,2,league,30,Minnesota Wild,/api/v1/teams/30,2,11,16,3,league,23,Vancouver Canucks,/api/v1/teams/23,5073,Rogers Arena,/api/v1/venues/5073,/api/v1/game/2018020423/content
2018020424,/api/v1/game/2018020424/feed/live,R,20182019,2018-12-05T03:00:00Z,Final,7,Final,7,FALSE,3,15,9,3,league,15,Washington Capitals,/api/v1/teams/15,5,15,13,1,league,54,Vegas Golden Knights,/api/v1/teams/54,5178,T-Mobile Arena,/api/v1/venues/5178,/api/v1/game/2018020424/content
2018020425,/api/v1/game/2018020425/feed/live,R,20182019,2018-12-05T03:30:00Z,Final,7,Final,7,FALSE,2,13,11,2,league,53,Arizona Coyotes,/api/v1/teams/53,1,10,17,1,league,26,Los Angeles Kings,/api/v1/teams/26,NA,STAPLES Center,/api/v1/venues/null,/api/v1/game/2018020425/content
2018020426,/api/v1/game/2018020426/feed/live,R,20182019,2018-12-06T01:00:00Z,Final,7,Final,7,FALSE,3,14,12,2,league,22,Edmonton Oilers,/api/v1/teams/22,2,9,13,4,league,19,St. Louis Blues,/api/v1/teams/19,5076,Enterprise Center,/api/v1/venues/5076,/api/v1/game/2018020426/content
2018020427,/api/v1/game/2018020427/feed/live,R,20182019,2018-12-06T03:30:00Z,Final,7,Final,7,FALSE,2,9,15,5,league,16,Chicago Blackhawks,/api/v1/teams/16,4,15,10,5,league,24,Anaheim Ducks,/api/v1/teams/24,5046,Honda Center,/api/v1/venues/5046,/api/v1/game/2018020427/content
2018020428,/api/v1/game/2018020428/feed/live,R,20182019,2018-12-06T03:30:00Z,Final,7,Final,7,FALSE,1,12,11,4,league,12,Carolina Hurricanes,/api/v1/teams/12,5,14,10,5,league,28,San Jose Sharks,/api/v1/teams/28,NA,SAP Center at San Jose,/api/v1/venues/null,/api/v1/game/2018020428/content
2018020429,/api/v1/game/2018020429/feed/live,R,20182019,2018-12-07T00:00:00Z,Final,7,Final,7,FALSE,5,13,12,4,league,17,Detroit Red Wings,/api/v1/teams/17,4,20,8,1,league,10,Toronto Maple Leafs,/api/v1/teams/10,NA,Scotiabank Arena,/api/v1/venues/null,/api/v1/game/2018020429/content
2018020430,/api/v1/game/2018020430/feed/live,R,20182019,2018-12-07T00:00:00Z,Final,7,Final,7,FALSE,5,17,7,5,league,21,Colorado Avalanche,/api/v1/teams/21,2,11,11,5,league,13,Florida Panthers,/api/v1/teams/13,5027,BB&T Center,/api/v1/venues/5027,/api/v1/game/2018020430/content
2018020431,/api/v1/game/2018020431/feed/live,R,20182019,2018-12-07T00:00:00Z,Final,7,Final,7,FALSE,4,16,10,2,league,29,Columbus Blue Jackets,/api/v1/teams/29,3,11,12,3,league,4,Philadelphia Flyers,/api/v1/teams/4,5096,Wells Fargo Center,/api/v1/venues/5096,/api/v1/game/2018020431/content
